Wall time,Step,Value
1689583629.3420303,592,19.0
1689583629.532578,595,25.0
1689583629.6597362,597,19.0
1689583629.784919,599,24.0
1689583629.8499768,600,23.0
1689583630.123353,603,16.0
1689583630.1684778,604,18.0
1689583630.3944843,609,19.0
1689583630.6982992,614,20.0
1689583630.777685,615,27.0
1689583630.869938,617,15.0
1689583631.1139674,621,28.0
1689583631.2429767,623,23.0
1689583631.3231072,624,32.0
1689583631.4643192,627,15.0
1689583631.6725018,629,32.0
1689583631.7171082,630,18.0
1689583631.961025,634,18.0
1689583632.2265399,638,23.0
1689583632.4092522,641,29.0
1689583632.4973292,642,31.0
1689583632.5565462,643,21.0
1689583632.635595,644,29.0
1689583632.7031045,645,24.0
1689583633.0206769,650,29.0
1689583633.1867971,652,37.0
1689583633.2310464,653,18.0
1689583633.3461862,655,18.0
1689583633.442781,656,39.0
1689583633.647989,659,25.0
1689583633.7642667,661,24.0
1689583634.2050436,668,30.0
1689583634.4340487,671,23.0
1689583634.7756014,676,27.0
1689583634.8619297,677,30.0
1689583635.0939798,681,19.0
1689583635.2874572,685,24.0
1689583635.4388173,688,15.0
1689583635.823067,693,32.0
1689583635.9588823,695,37.0
1689583636.1416416,697,29.0
1689583636.195248,698,21.0
1689583636.304637,700,20.0
1689583636.43811,703,18.0
1689583636.65651,706,27.0
1689583636.9597876,711,29.0
1689583637.168594,716,15.0
1689583637.3155255,718,17.0
1689583637.501283,721,30.0
1689583637.568355,722,27.0
1689583637.703193,724,32.0
1689583637.789464,726,21.0
1689583637.868959,727,32.0
1689583637.9475574,729,14.0
1689583638.0257096,730,31.0
1689583638.1275682,732,25.0
1689583638.2092755,733,33.0
1689583638.2667542,734,23.0
1689583638.5822222,739,30.0
1689583638.779116,743,17.0
1689583638.9371858,745,28.0
1689583639.5951154,757,14.0
1689583639.7403762,759,22.0
1689583640.075615,765,25.0
1689583640.1681037,766,37.0
1689583640.3860357,769,28.0
1689583640.486099,770,36.0
1689583640.627109,773,22.0
1689583640.7794847,776,26.0
1689583640.8395755,777,24.0
1689583640.947262,779,27.0
1689583641.0022924,780,22.0
1689583641.0757399,781,30.0
1689583641.1255758,782,20.0
1689583641.1747603,783,20.0
1689583641.4439235,789,22.0
1689583641.5802696,792,18.0
1689583642.3513062,805,28.0
1689583642.4049978,806,21.0
1689583642.4529037,807,19.0
1689583642.5322628,808,32.0
1689583642.741747,811,21.0
1689583643.173221,819,26.0
1689583643.250721,820,31.0
1689583643.7727864,828,31.0
1689583643.837129,829,26.0
1689583644.0650842,833,20.0
1689583644.1009996,834,14.0
1689583644.2264485,836,22.0
1689583644.2963743,837,28.0
1689583644.4638088,840,16.0
1689583644.5335114,841,21.0
1689583644.7930536,844,31.0
1689583644.9718149,846,28.0
1689583645.4808953,851,18.0
1689583645.5725553,852,29.0
1689583645.7971375,855,33.0
1689583646.0524123,858,24.0
1689583646.2247672,861,22.0
1689583646.3743339,863,34.0
1689583646.561295,866,21.0
1689583646.6463099,867,28.0
1689583646.9864044,871,28.0
1689583647.0882273,872,32.0
1689583648.0601907,885,24.0
1689583648.193911,887,24.0
1689583648.427353,891,14.0
1689583648.6401577,893,51.0
1689583648.8064828,896,21.0
1689583648.9475796,898,23.0
1689583649.0488846,899,35.0
1689583649.2301066,902,20.0
1689583649.272359,903,15.0
1689583649.5990155,908,20.0
1689583649.6565316,909,19.0
1689583649.8046834,911,29.0
1689583649.903667,912,35.0
1689583650.0788333,915,23.0
1689583650.4151132,919,37.0
1689583650.4797685,920,21.0
1689583650.6053276,922,22.0
1689583651.2065632,929,44.0
1689583651.3331945,931,22.0
1689583651.4027767,932,23.0
1689583651.5097098,933,36.0
1689583652.16459,940,25.0
1689583652.367731,943,19.0
1689583652.5877929,946,20.0
1689583652.960432,950,23.0
1689583653.2170298,953,26.0
1689583653.4819846,956,39.0
1689583653.9653587,961,23.0
1689583654.260407,964,25.0
1689583654.384781,966,16.0
1689583654.5566568,968,25.0
1689583654.6532524,969,27.0
1689583655.6963005,979,25.0
1689583655.7598712,980,19.0
1689583656.024234,983,19.0
1689583656.3104768,987,22.0
1689583656.7258236,991,42.0
1689583656.9267392,993,31.0
1689583657.1662722,995,29.0
1689583657.3108556,997,26.0
1689583657.545316,999,16.0
1689583657.6529968,1000,31.0
1689583683.0768723,1003,5985.0
1689583685.0419514,1004,701.0
1689583688.304016,1005,1171.0
1689583702.839136,1007,2112.0
1689583726.3549998,1012,3999.0
1689583727.227092,1014,163.0
1689583728.7965732,1016,366.0
1689583739.0595906,1023,312.0
1689583741.7052555,1027,318.0
1689583743.2321007,1029,282.0
1689583748.879967,1036,144.0
1689583749.4323065,1037,198.0
1689583750.734831,1038,459.0
1689583751.4693496,1039,265.0
1689583752.7153718,1040,449.0
1689583755.1770227,1044,280.0
1689583757.0673609,1047,272.0
1689583761.997345,1057,229.0
1689583763.742657,1059,355.0
1689583764.5902572,1061,200.0
1689583765.1862667,1063,94.0
1689583766.851469,1066,271.0
1689583768.9625375,1068,683.0
1689583769.7344968,1070,101.0
1689583770.361155,1071,233.0
1689583770.6587822,1072,107.0
1689583771.4533303,1073,287.0
1689583772.5477812,1074,396.0
1689583773.509547,1075,347.0
1689583774.6474376,1078,104.0
1689583776.145267,1081,155.0
1689583777.6868684,1086,117.0
1689583777.9354157,1087,101.0
1689583778.142748,1088,84.0
1689583779.4835145,1092,79.0
1689583781.8660028,1099,84.0
1689583782.5874238,1101,135.0
1689583783.1200519,1103,81.0
1689583783.3065057,1104,76.0
1689583783.7124484,1105,166.0
1689583784.380929,1108,123.0
1689583784.8713596,1110,77.0
1689583785.31885,1112,90.0
1689583785.4632435,1113,59.0
1689583785.8019726,1115,63.0
1689583787.031307,1120,160.0
1689583787.364599,1122,45.0
1689583787.681789,1123,129.0
1689583788.3858387,1126,72.0
1689583788.6618135,1127,99.0
1689583789.096256,1129,86.0
1689583789.3386064,1130,88.0
1689583790.083175,1133,63.0
1689583790.677763,1135,97.0
1689583791.070197,1137,61.0
1689583791.5802445,1140,64.0
1689583792.9887702,1147,118.0
1689583793.5275896,1151,42.0
1689583793.7534823,1152,85.0
1689583793.8819711,1153,53.0
1689583795.929487,1161,50.0
1689583796.253984,1163,55.0
1689583796.6688356,1165,55.0
1689583797.538313,1168,107.0
1689583798.5433435,1174,45.0
1689583798.8168352,1175,98.0
1689583799.1354072,1177,53.0
1689583799.3247535,1178,69.0
1689583799.5209584,1179,75.0
1689583800.1168823,1183,66.0
1689583800.4326658,1185,70.0
1689583800.852104,1187,74.0
1689583801.5019972,1190,86.0
1689583801.889732,1191,138.0
1689583802.4221847,1194,56.0
1689583802.6338286,1195,79.0
1689583803.1441615,1198,58.0
1689583804.6632786,1206,53.0
1689583804.8502378,1207,66.0
1689583804.9936638,1208,52.0
1689583806.1849577,1215,72.0
1689583806.9999356,1219,81.0
1689583807.8541267,1224,66.0
1689583808.2937052,1226,53.0
1689583809.095367,1230,46.0
1689583809.5542703,1233,51.0
1689583810.3939807,1239,39.0
1689583811.470264,1245,70.0
1689583811.7817209,1247,55.0
1689583812.6686823,1250,59.0
1689583812.8197389,1251,54.0
1689583812.9166245,1252,34.0
1689583813.0660644,1253,53.0
1689583813.2899518,1255,32.0
1689583813.675672,1257,62.0
1689583813.8318183,1258,56.0
1689583814.3837223,1261,48.0
1689583814.511708,1262,46.0
1689583815.428255,1268,44.0
1689583816.0033054,1272,49.0
1689583816.870573,1277,54.0
1689583817.077073,1278,72.0
1689583817.1595275,1279,30.0
1689583817.9867861,1283,54.0
1689583818.4033933,1286,44.0
1689583819.1802847,1291,47.0
1689583819.6604733,1294,54.0
1689583820.4822736,1299,37.0
1689583820.588384,1300,37.0
1689583820.998399,1303,38.0
1689583821.57708,1307,44.0
1689583822.3068538,1311,54.0
1689583823.601162,1316,41.0
1689583826.0171854,1321,36.0
1689583826.3925014,1323,79.0
1689583826.9789827,1326,81.0
1689583827.1179948,1327,51.0
1689583827.4938083,1329,87.0
1689583828.4578142,1336,40.0
1689583830.0281668,1346,76.0
1689583830.5342216,1349,60.0
1689583831.0928798,1353,50.0
1689583831.3735552,1355,57.0
1689583832.351015,1361,31.0
1689583832.9565165,1365,58.0
1689583833.0910134,1366,49.0
1689583833.339791,1367,88.0
1689583833.4477715,1368,39.0
1689583833.620889,1369,62.0
1689583834.9229968,1376,70.0
1689583835.136935,1377,77.0
1689583835.7535198,1381,67.0
1689583836.6022067,1386,47.0
1689583836.698255,1387,34.0
1689583837.1921608,1391,47.0
1689583838.226268,1394,69.0
1689583838.7254555,1398,60.0
1689583842.2279415,1418,84.0
1689583842.7119348,1422,68.0
1689583844.162994,1432,78.0
1689583844.3116767,1433,61.0
1689583845.643848,1437,43.0
1689583845.90907,1439,46.0
1689583846.0651503,1440,58.0
1689583846.2275,1441,66.0
1689583846.3565948,1442,53.0
1689583846.8212981,1445,64.0
1689583847.9760435,1450,85.0
1689583848.3667912,1452,74.0
1689583848.4851344,1453,44.0
1689583848.9861894,1456,60.0
1689583849.3457456,1458,59.0
1689583849.4772847,1459,47.0
1689583849.7275214,1461,50.0
1689583849.8678186,1462,51.0
1689583851.7273684,1471,43.0
1689583852.0850334,1474,46.0
1689583852.2772496,1475,79.0
1689583852.524653,1477,45.0
1689583853.6453311,1484,63.0
1689583854.396606,1488,59.0
1689583854.8970869,1491,52.0
1689583855.4517035,1494,68.0
1689583855.62286,1495,53.0
1689583856.374103,1499,49.0
1689583856.655307,1500,77.0
1689583857.0765898,1503,42.0
1689583858.0892615,1510,57.0
1689583858.2301493,1511,49.0
1689583858.4765682,1512,86.0
1689583858.799335,1514,51.0
1689583859.103342,1516,42.0
1689583859.237275,1517,48.0
1689583860.4595895,1524,47.0
1689583861.2648957,1529,33.0
1689583862.3571782,1535,71.0
1689583862.8878448,1538,56.0
1689583863.0174873,1539,39.0
1689583863.6392004,1542,62.0
1689583864.8639877,1549,38.0
1689583865.4401095,1552,60.0
1689583865.6123197,1553,50.0
1689583865.7522655,1554,42.0
1689583867.1249015,1563,43.0
1689583867.5901353,1566,37.0
1689583867.7655282,1567,62.0
1689583868.0526302,1569,47.0
1689583868.8193924,1572,53.0
1689583868.9166846,1573,33.0
1689583869.06318,1574,49.0
1689583869.5698621,1577,47.0
1689583870.3116693,1581,73.0
1689583871.2627609,1586,50.0
1689583873.6962447,1596,38.0
1689583873.932352,1597,73.0
1689583874.0498376,1598,35.0
1689583874.6936126,1602,45.0
1689583874.9495416,1603,79.0
1689583875.0661461,1604,35.0
1689583876.449144,1612,85.0
1689583877.0766923,1615,58.0
1689583878.6227467,1625,53.0
1689583879.1340785,1628,81.0
1689583879.807817,1632,42.0
1689583880.4582763,1636,39.0
1689583880.7740169,1638,48.0
1689583881.2297292,1641,57.0
1689583881.374353,1642,52.0
1689583882.1068177,1647,54.0
1689583882.2228105,1648,41.0
1689583882.814871,1652,39.0
1689583882.9377751,1653,39.0
1689583883.1591992,1654,69.0
1689583883.3128417,1655,49.0
1689583883.645595,1657,40.0
1689583884.6306903,1663,39.0
1689583885.346257,1667,46.0
1689583886.1221797,1671,51.0
1689583886.8062446,1675,66.0
1689583887.266775,1678,38.0
1689583887.6229362,1680,47.0
1689583888.4350715,1686,53.0
1689583888.5955946,1687,59.0
1689583888.7448435,1688,55.0
1689583888.903038,1689,58.0
1689583889.5060592,1694,33.0
1689583889.6657338,1695,56.0
1689583889.782515,1696,41.0
1689583890.3791735,1700,60.0
1689583890.7972527,1703,42.0
1689583891.1982067,1705,45.0
1689583891.6538944,1708,81.0
1689583891.9167619,1710,46.0
1689583892.0441818,1711,46.0
1689583892.168768,1712,46.0
1689583892.2732637,1713,38.0
1689583893.1459332,1719,47.0
1689583893.7588794,1723,54.0
1689583893.9319582,1724,53.0
1689583894.0864267,1725,48.0
1689583894.2569458,1726,53.0
1689583895.0157063,1731,41.0
1689583896.3152015,1739,52.0
1689583896.4876275,1740,53.0
1689583897.088582,1744,67.0
1689583897.339638,1746,50.0
1689583897.8326309,1749,35.0
1689583898.1142104,1751,61.0
1689583901.0748465,1754,57.0
1689583901.2657094,1755,68.0
1689583902.5153222,1763,60.0
1689583903.0457802,1766,48.0
1689583905.0668356,1776,42.0
1689583905.359518,1778,46.0
1689583905.854641,1781,55.0
1689583906.5393977,1785,49.0
1689583906.6854415,1786,46.0
1689583906.8793776,1787,62.0
1689583907.296302,1790,44.0
1689583907.8609474,1793,100.0
1689583908.4851744,1797,46.0
1689583910.2213674,1801,66.0
1689583910.539815,1803,52.0
1689583911.4477873,1809,38.0
1689583911.7325833,1811,68.0
1689583913.1444094,1820,46.0
1689583913.930202,1824,70.0
1689583914.4061227,1827,46.0
1689583914.6613472,1828,75.0
1689583914.9428124,1830,33.0
1689583915.2057319,1831,62.0
1689583915.5996852,1833,62.0
1689583916.9442594,1837,278.0
1689583917.2679353,1839,55.0
1689583918.2698467,1846,49.0
1689583918.3908708,1847,44.0
1689583918.5613115,1848,62.0
1689583918.714823,1849,56.0
1689583919.5149055,1852,81.0
1689583920.8145359,1861,48.0
1689583921.5353262,1866,57.0
1689583921.7110972,1867,63.0
1689583921.814604,1868,36.0
1689583922.291814,1872,41.0
1689583922.4116435,1873,43.0
1689583922.7201855,1875,49.0
1689583923.1568766,1878,45.0
1689583923.6258779,1881,51.0
1689583924.2033937,1884,74.0
1689583924.4152842,1885,66.0
1689583924.8047578,1887,52.0
1689583925.0673332,1889,48.0
1689583925.3426766,1891,38.0
1689583926.2843769,1896,104.0
1689583927.0254185,1900,42.0
1689583927.5068464,1903,56.0
1689583928.9931028,1909,64.0
1689583929.1051247,1910,41.0
1689583929.2335017,1911,47.0
1689583929.7441263,1914,44.0
1689583930.5003705,1919,39.0
1689583931.347003,1925,39.0
1689583931.4432118,1926,31.0
1689583932.1550825,1930,46.0
1689583933.0125854,1936,46.0
1689583933.3681338,1937,99.0
1689583934.1438072,1941,59.0
1689583934.2979527,1942,46.0
1689583934.4809206,1943,57.0
1689583935.0540328,1946,45.0
1689583935.5294204,1948,68.0
1689583936.853856,1951,83.0
1689583937.4182088,1954,44.0
1689583937.9279494,1957,43.0
1689583938.4149146,1961,29.0
1689583938.539007,1962,43.0
1689583938.7002041,1963,59.0
1689583938.8275752,1964,45.0
1689583938.9887235,1965,58.0
1689583939.238473,1967,50.0
1689583939.3969374,1968,56.0
1689583939.504345,1969,37.0
1689583940.8844943,1978,57.0
1689583941.1736023,1980,51.0
1689583941.4599679,1982,44.0
1689583942.14677,1986,54.0
1689583942.4646227,1988,53.0
1689583942.587,1989,43.0
1689583942.9730546,1992,45.0
1689584096.3304915,2018,1397.0
1689584105.3133314,2022,209.0
1689584106.2827513,2023,308.0
1689584114.568415,2027,1189.0
1689584120.0023263,2029,1262.0
1689584132.6572511,2032,100.0
1689584136.554455,2036,478.0
1689584136.8777077,2037,119.0
1689584139.937874,2041,291.0
1689584141.834841,2044,227.0
1689584144.5633125,2048,117.0
1689584150.294233,2055,497.0
1689584150.9870832,2056,282.0
1689584152.2118769,2057,473.0
1689584158.489218,2068,120.0
1689584158.9037905,2069,146.0
1689584159.5738347,2071,124.0
1689584161.6499119,2075,165.0
1689584164.7791247,2080,337.0
1689584167.0846405,2085,106.0
1689584168.655043,2087,382.0
1689584169.3731647,2088,191.0
1689584170.214534,2090,145.0
1689584170.616914,2091,131.0
1689584170.9209661,2092,97.0
1689584173.0617936,2096,127.0
1689584173.8892453,2098,78.0
1689584174.2499986,2099,107.0
1689584175.1780028,2101,106.0
1689584177.4001658,2104,150.0
1689584178.1440482,2106,145.0
1689584179.8605328,2110,98.0
1689584180.5225966,2111,205.0
1689584182.299296,2115,99.0
1689584182.649536,2116,109.0
1689584184.5454094,2120,217.0
1689584184.8769426,2121,106.0
1689584187.3648653,2124,121.0
1689584187.7842627,2125,135.0
1689584189.1164389,2128,100.0
1689584192.1386845,2136,105.0
1689584192.50718,2137,119.0
1689584193.710019,2140,132.0
1689584194.831088,2144,90.0
1689584197.1603582,2150,98.0
1689584200.3121035,2155,127.0
1689584202.0971603,2160,77.0
1689584202.397538,2161,98.0
1689584202.955712,2163,86.0
1689584207.1300652,2170,147.0
1689584209.46628,2177,97.0
1689584213.8125134,2188,132.0
1689584214.303592,2190,86.0
1689584216.058645,2195,97.0
1689584217.7624927,2200,119.0
1689584218.334855,2202,73.0
1689584218.8282447,2203,157.0
1689584219.2412715,2204,129.0
1689584221.3383484,2210,104.0
1689584221.8976905,2212,82.0
1689584222.1668794,2213,95.0
1689584222.9260063,2215,148.0
1689584223.208764,2216,92.0
1689584225.1269498,2222,96.0
1689584227.2302268,2226,95.0
1689584227.7127376,2228,63.0
1689584231.952516,2237,145.0
1689584232.747245,2240,82.0
1689584233.6049755,2243,95.0
1689584234.0314648,2245,79.0
1689584236.7197087,2255,68.0
1689584237.5769079,2258,114.0
1689584237.8202236,2259,78.0
1689584239.6004415,2265,89.0
1689584240.3251138,2268,66.0
1689584243.0059774,2277,75.0
1689584244.036339,2281,67.0
1689584244.2281005,2282,58.0
1689584245.4617739,2286,70.0
1689584247.1364567,2293,70.0
1689584249.7282999,2301,104.0
1689584250.9609404,2306,100.0
1689584251.25778,2307,95.0
1689584252.024529,2310,86.0
1689584252.5187492,2312,81.0
1689584253.8374348,2317,68.0
1689584254.4749167,2320,89.0
1689584255.6189122,2325,60.0
1689584258.9716046,2331,77.0
1689584259.414464,2333,68.0
1689584260.0632899,2336,77.0
1689584261.5657594,2341,83.0
1689584261.956547,2343,71.0
1689584262.194366,2344,85.0
1689584262.3541358,2345,57.0
1689584262.8151925,2347,104.0
1689584263.0118344,2348,72.0
1689584263.9945545,2352,80.0
1689584264.2580798,2353,95.0
1689584264.4645061,2354,75.0
1689584265.2616618,2358,90.0
1689584265.7162254,2360,102.0
1689584267.2209826,2366,117.0
1689584267.9903314,2369,83.0
1689584268.7178144,2372,69.0
1689584269.975144,2374,288.0
1689584271.1717846,2379,94.0
1689584272.7437642,2385,83.0
1689584273.8690302,2390,74.0
1689584274.3056862,2392,65.0
1689584274.726712,2394,61.0
1689584274.9127343,2395,58.0
1689584275.189118,2396,71.0
1689584275.7593956,2398,66.0
1689584275.937722,2399,58.0
1689584278.4702785,2409,83.0
1689584280.0442958,2413,90.0
1689584280.828942,2416,98.0
1689584281.9398422,2420,94.0
1689584284.9676373,2429,299.0
1689584286.4037008,2432,85.0
1689584288.2621977,2436,69.0
1689584288.5008574,2437,75.0
1689584289.1433885,2440,57.0
1689584289.6563954,2442,84.0
1689584289.8389795,2443,59.0
1689584291.3321025,2449,69.0
1689584292.7980862,2455,78.0
1689584294.8804843,2459,74.0
1689584296.5260727,2463,285.0
1689584297.1083543,2465,78.0
1689584297.291808,2466,61.0
1689584299.741535,2470,286.0
1689584300.7320883,2474,94.0
1689584301.2967045,2476,95.0
1689584301.6855202,2478,55.0
1689584303.2370608,2485,65.0
1689584303.4671504,2486,81.0
1689584304.4549742,2490,56.0
1689584305.3883257,2494,81.0
1689584306.267244,2497,140.0
1689584306.999417,2499,75.0
1689584307.2014537,2500,66.0
1689584307.3885999,2501,70.0
1689584308.0127187,2504,77.0
1689584308.3884373,2506,88.0
1689584308.6036875,2507,72.0
1689584309.1731777,2509,64.0
1689584309.684715,2511,82.0
1689584310.4186413,2514,99.0
1689584310.8349023,2516,67.0
1689584311.3463526,2518,80.0
1689584311.6035717,2519,93.0
1689584311.8719697,2520,101.0
1689584312.2267594,2522,66.0
1689584313.2810268,2524,319.0
1689584314.471457,2529,88.0
1689584314.8504868,2531,57.0
1689584315.1537051,2532,104.0
1689584316.812626,2539,71.0
1689584317.1853423,2541,62.0
1689584317.639989,2543,99.0
1689584317.8061328,2544,67.0
1689584320.2224765,2555,88.0
1689584322.6758,2566,100.0
1689584323.2127101,2567,190.0
1689584323.6510482,2569,85.0
1689584324.2129593,2572,73.0
1689584325.144458,2576,101.0
1689584325.5279646,2578,72.0
1689584325.7111597,2579,62.0
1689584326.740199,2584,80.0
1689584326.9572651,2585,81.0
1689584327.8193488,2586,331.0
1689584328.386298,2589,62.0
1689584328.5437758,2590,60.0
1689584329.8236005,2593,321.0
1689584331.454849,2599,59.0
1689584331.6623037,2600,68.0
1689584332.1502655,2602,93.0
1689584332.5301843,2604,53.0
1689584333.0029092,2606,64.0
1689584333.2485788,2607,87.0
1689584335.7848353,2618,93.0
1689584335.9734316,2619,72.0
1689584336.2039742,2620,75.0
1689584336.8604774,2623,79.0
1689584337.9608102,2628,83.0
1689584338.2226772,2629,83.0
1689584339.4073412,2634,90.0
1689584339.5990014,2635,66.0
1689584339.7697403,2636,63.0
1689584340.7051573,2637,316.0
1689584342.144094,2639,425.0
1689584342.314384,2640,65.0
1689584342.5415785,2641,84.0
1689584343.2583375,2644,94.0
1689584345.5818846,2655,70.0
1689584347.3135803,2661,80.0
1689584347.790603,2663,72.0
1689584352.7404802,2671,76.0
1689584352.9079554,2672,64.0
1689584353.1105187,2673,75.0
1689584353.487185,2675,65.0
1689584355.1858363,2682,75.0
1689584359.166962,2685,59.0
1689584359.5094156,2687,68.0
1689584360.3121808,2690,80.0
1689584360.7189345,2692,63.0
1689584361.1296887,2694,71.0
1689584363.1288927,2703,69.0
1689584363.4644978,2704,111.0
1689584363.7628014,2705,88.0
1689584364.6413758,2707,90.0
1689584365.2441492,2709,86.0
1689584365.7623365,2711,83.0
1689584366.3079896,2713,109.0
1689584366.513835,2714,62.0
1689584367.5848038,2718,99.0
1689584367.794005,2719,66.0
1689584368.1172392,2720,102.0
1689584369.26563,2725,72.0
1689584369.59297,2726,103.0
1689584370.7793527,2728,297.0
1689584371.254006,2730,69.0
1689584371.4742064,2731,68.0
1689584373.9763806,2735,527.0
1689584374.6953657,2736,223.0
1689584375.6921587,2740,77.0
