Wall time,Step,Value
1689584375.8721254,2741,56.0
1689584376.149856,2742,87.0
1689584376.4204597,2743,85.0
1689584376.880753,2745,76.0
1689584378.8336587,2746,619.0
1689584379.0599298,2747,71.0
1689584381.7602975,2754,98.0
1689584382.027103,2755,81.0
1689584382.3159995,2756,94.0
1689584383.7525265,2761,83.0
1689584384.1030846,2762,110.0
1689584385.0272238,2766,70.0
1689584385.9889874,2769,63.0
1689584386.8474598,2772,107.0
1689584387.251576,2774,68.0
1689584387.7361755,2776,91.0
1689584388.147635,2778,54.0
1689584388.516771,2779,121.0
1689584388.6897085,2780,57.0
1689584389.9826522,2785,79.0
1689584390.214488,2786,73.0
1689584393.954866,2798,86.0
1689584394.489077,2800,82.0
1689584396.5884507,2807,98.0
1689584398.615679,2813,249.0
1689584398.825943,2814,69.0
1689584401.6346405,2825,80.0
1689584401.9950638,2826,115.0
1689584404.0622222,2835,72.0
1689584404.563396,2837,96.0
1689584405.071189,2839,77.0
1689584405.4191854,2840,113.0
1689584405.9407244,2842,81.0
1689584406.4087927,2844,69.0
1689584406.644456,2845,75.0
1689584407.3824804,2848,87.0
1689584408.6743443,2852,71.0
1689584408.9020207,2853,71.0
1689584412.3968098,2858,66.0
1689584413.084103,2860,134.0
1689584413.6296015,2862,87.0
1689584413.7920537,2863,50.0
1689584414.7174673,2867,76.0
1689584415.2897964,2869,75.0
1689584416.198299,2872,93.0
1689584418.1020482,2880,81.0
1689584418.359437,2881,82.0
1689584418.5517826,2882,61.0
1689584418.775149,2883,71.0
1689584420.0202768,2885,290.0
1689584421.1909413,2890,113.0
1689584421.6872613,2892,78.0
1689584422.2429848,2894,68.0
1689584422.6716099,2896,62.0
1689584423.6101632,2900,70.0
1689584424.543921,2904,68.0
1689584424.7504332,2905,66.0
1689584426.869629,2912,198.0
1689584427.1132574,2913,80.0
1689584427.4952826,2915,48.0
1689584427.6723843,2916,57.0
1689584428.4814467,2919,81.0
1689584429.0935006,2921,110.0
1689584429.5739298,2922,152.0
1689584429.878338,2923,96.0
1689584430.3027108,2925,69.0
1689584430.5244653,2926,66.0
1689584431.744407,2931,69.0
1689584432.67455,2935,56.0
1689584432.8946545,2936,68.0
1689584436.691573,2950,87.0
1689584437.350107,2953,70.0
1689584438.2801294,2956,105.0
1689584439.2169635,2959,93.0
1689584440.345193,2963,129.0
1689584440.6916785,2964,108.0
1689584441.247345,2966,103.0
1689584443.0991864,2967,585.0
1689584443.2680178,2968,56.0
1689584444.778497,2974,65.0
1689584445.898889,2979,73.0
1689584446.0700362,2980,53.0
1689584446.274719,2981,64.0
1689584448.161097,2982,596.0
1689584448.913315,2985,79.0
1689584449.3825727,2987,80.0
1689584449.5978916,2988,71.0
1689584450.8677166,2994,65.0
1689584451.8431737,2997,115.0
1689584452.3291478,2999,87.0
1689584452.560653,3000,71.0
