Wall time,Step,Value
1689584639.1727438,395,32.0
1689584639.481112,398,53.0
1689584639.7851076,403,36.0
1689584639.923499,405,20.0
1689584640.2633386,410,30.0
1689584640.563496,414,27.0
1689584640.6501288,415,29.0
1689584640.7407484,416,31.0
1689584641.8033073,422,37.0
1689584641.9359422,423,46.0
1689584642.1767774,426,37.0
1689584642.2469966,427,24.0
1689584642.5994184,431,29.0
1689584642.944085,436,25.0
1689584643.0804632,437,48.0
1689584643.1518674,438,24.0
1689584643.4114897,440,32.0
1689584643.6027763,442,35.0
1689584643.837339,444,57.0
1689584643.9005027,445,22.0
1689584644.080722,447,30.0
1689584644.3171985,451,21.0
1689584644.517577,453,33.0
1689584644.8515246,457,26.0
1689584645.1818476,461,19.0
1689584645.2962284,462,42.0
1689584645.586862,466,21.0
1689584645.6991231,467,42.0
1689584645.916494,469,19.0
1689584646.0439367,471,23.0
1689584646.3036382,475,17.0
1689584646.3682444,476,25.0
1689584646.7446325,481,52.0
1689584646.8147802,482,26.0
1689584647.0075214,485,14.0
1689584647.2046905,488,22.0
1689584647.2855005,489,30.0
1689584647.3494146,490,23.0
1689584647.5408225,492,29.0
1689584647.7365913,495,16.0
1689584647.9732795,499,27.0
1689584648.2978985,503,31.0
1689584648.3350065,504,15.0
1689584648.7378695,510,24.0
1689584648.8304496,511,36.0
1689584648.874021,512,17.0
1689584648.9647572,513,35.0
1689584649.0366766,514,28.0
1689584649.110821,515,29.0
1689584649.3421526,518,27.0
1689584649.406302,519,25.0
1689584649.4849067,520,31.0
1689584650.4625084,534,28.0
1689584650.4986086,535,12.0
1689584650.6254702,537,17.0
1689584650.7438347,538,41.0
1689584650.799075,539,21.0
1689584650.9228144,541,25.0
1689584651.051792,543,23.0
1689584651.1698825,545,27.0
1689584651.2790475,547,15.0
1689584651.3245807,548,16.0
1689584651.547423,551,36.0
1689584651.718554,553,35.0
1689584651.9414315,556,29.0
1689584652.0167007,557,29.0
1689584652.3349228,563,36.0
1689584652.4246871,564,35.0
1689584652.476266,565,20.0
1689584652.7258132,569,21.0
1689584652.94623,572,54.0
1689584653.09011,574,26.0
1689584653.308692,577,22.0
1689584653.5993059,581,24.0
1689584653.849928,585,23.0
1689584653.9185324,586,24.0
1689584654.1947656,589,23.0
1689584654.3000042,591,16.0
1689584654.3536775,592,19.0
1689584654.6294005,595,49.0
1689584654.793833,597,39.0
1689584655.005567,599,30.0
1689584655.0704203,600,22.0
1689584655.2959247,603,33.0
1689584655.3676147,604,25.0
1689584655.7185516,609,25.0
1689584656.1236017,614,18.0
1689584656.1765847,615,18.0
1689584656.3092656,617,29.0
1689584656.6443584,621,26.0
1689584656.7756474,623,21.0
1689584656.8599162,624,29.0
1689584657.074663,627,30.0
1689584657.2665598,629,25.0
1689584657.3696542,630,34.0
1689584657.7590535,634,28.0
1689584658.0432339,638,18.0
1689584658.3504715,641,42.0
1689584658.529256,642,61.0
1689584658.596061,643,23.0
1689584658.6522315,644,19.0
1689584658.7095158,645,19.0
1689584659.0751867,650,20.0
1689584659.2151318,652,17.0
1689584659.3062212,653,31.0
1689584659.4477324,655,26.0
1689584659.5043645,656,20.0
1689584659.7061694,659,16.0
1689584659.8948188,661,15.0
1689584660.3864262,668,34.0
1689584660.7064161,671,28.0
1689584661.1049063,676,44.0
1689584661.1510813,677,16.0
1689584661.4278338,681,35.0
1689584661.6871176,685,20.0
1689584661.8992653,688,23.0
1689584662.2820222,693,22.0
1689584662.4174752,695,21.0
1689584662.5247633,697,21.0
1689584662.6162355,698,31.0
1689584662.8191338,700,27.0
1689584662.986542,703,19.0
1689584663.2790565,706,25.0
1689584663.6210444,711,26.0
1689584664.1060941,716,26.0
1689584664.2410278,718,21.0
1689584664.4785829,721,21.0
1689584664.55086,722,22.0
1689584664.7055316,724,31.0
1689584664.8436546,726,18.0
1689584664.9205518,727,29.0
1689584665.0497978,729,21.0
1689584665.1008527,730,16.0
1689584665.2499611,732,20.0
1689584665.321771,733,26.0
1689584665.3780673,734,19.0
1689584665.8854852,739,37.0
1689584666.232103,743,26.0
1689584666.3586628,745,20.0
1689584667.4934478,757,16.0
1689584667.616493,759,27.0
1689584668.0005407,765,20.0
1689584668.1238902,766,49.0
1689584668.354023,769,29.0
1689584668.3987088,770,18.0
1689584668.6226466,773,27.0
1689584668.8577914,776,43.0
1689584668.9728248,777,39.0
1689584669.1977115,779,39.0
1689584669.282301,780,29.0
1689584669.3424873,781,21.0
1689584669.40362,782,21.0
1689584669.456342,783,20.0
1689584669.8427322,789,25.0
1689584670.1736586,792,28.0
1689584671.0584095,805,17.0
1689584671.141884,806,29.0
1689584671.2151368,807,25.0
1689584671.2912858,808,26.0
1689584671.5357144,811,17.0
1689584672.1206553,819,30.0
1689584672.2127373,820,33.0
1689584672.9249701,828,50.0
1689584672.981536,829,20.0
1689584673.2179484,833,28.0
1689584673.2936413,834,27.0
1689584673.4910128,836,33.0
1689584673.539687,837,16.0
1689584673.698615,840,22.0
1689584673.75974,841,21.0
1689584674.0023305,844,30.0
1689584674.1425457,846,25.0
1689584674.5689304,851,21.0
1689584674.6207411,852,20.0
1689584674.788258,855,24.0
1689584675.0666866,858,38.0
1689584675.3930404,861,30.0
1689584675.5186665,863,25.0
1689584675.7128096,866,27.0
1689584675.7572575,867,17.0
1689584675.996457,871,24.0
1689584676.0441973,872,18.0
1689584677.224815,885,14.0
1689584677.376387,887,25.0
1689584677.6686049,891,28.0
1689584677.7957213,893,19.0
1689584677.9881113,896,27.0
1689584678.1192672,898,23.0
1689584678.1993797,899,28.0
1689584678.4216273,902,32.0
1689584678.4827719,903,22.0
1689584678.9599762,908,26.0
1689584679.0431182,909,28.0
1689584679.2307372,911,22.0
1689584679.3497097,912,42.0
1689584679.6100044,915,27.0
1689584679.9216485,919,30.0
1689584679.9789982,920,19.0
1689584680.2181165,922,22.0
1689584680.806358,929,24.0
1689584680.914268,931,19.0
1689584681.0282307,932,40.0
1689584681.106457,933,28.0
1689584681.5940733,940,20.0
1689584681.8097703,943,27.0
1689584682.1111825,946,47.0
1689584682.3997905,950,21.0
1689584682.5630002,953,21.0
1689584682.865161,956,29.0
1689584683.2714894,961,18.0
1689584683.5039885,964,29.0
1689584683.6239758,966,28.0
1689584683.786405,968,31.0
1689584683.8669865,969,31.0
1689584684.5791738,979,17.0
1689584684.6505556,980,25.0
1689584684.8231032,983,27.0
1689584685.235323,987,49.0
1689584685.4597456,991,32.0
1689584685.627208,993,34.0
1689584685.7646894,995,30.0
1689584685.8668754,997,16.0
1689584686.0473635,999,25.0
1689584686.1452198,1000,33.0
1689584699.9219787,1003,2471.0
1689584701.7130642,1004,641.0
1689584703.0766869,1005,483.0
1689584709.6115112,1007,1406.0
1689584735.8306463,1012,1275.0
1689584740.5958884,1014,208.0
1689584741.4694183,1016,117.0
1689584747.0927036,1023,144.0
1689584754.2515736,1027,137.0
1689584759.044332,1029,230.0
1689584764.6193783,1036,413.0
1689584765.52848,1037,320.0
1689584766.2042007,1038,236.0
1689584766.9598556,1039,269.0
1689584767.965806,1040,351.0
1689584769.850555,1044,269.0
1689584770.8611114,1047,120.0
1689584775.0474117,1057,89.0
1689584775.5976725,1059,111.0
1689584776.2697973,1061,78.0
1689584777.132392,1063,145.0
1689584778.6270583,1066,148.0
1689584779.1629481,1068,125.0
1689584779.7719982,1070,95.0
1689584780.3556125,1071,205.0
1689584780.645237,1072,102.0
1689584780.9274318,1073,101.0
1689584781.1109715,1074,66.0
1689584781.3174117,1075,73.0
1689584782.0745595,1078,124.0
1689584782.7870183,1081,74.0
1689584784.2557821,1086,66.0
1689584784.4377506,1087,66.0
1689584784.8887963,1088,158.0
1689584785.8979955,1092,88.0
1689584787.7251384,1099,78.0
1689584788.327167,1101,77.0
1689584788.7336223,1103,72.0
1689584788.9797914,1104,88.0
1689584789.198905,1105,80.0
1689584790.3642461,1108,182.0
1689584790.8239582,1110,51.0
1689584791.2831635,1112,60.0
1689584791.5636854,1113,99.0
1689584792.1603682,1115,87.0
1689584793.3636818,1120,77.0
1689584793.6775396,1122,56.0
1689584793.8767896,1123,70.0
1689584794.4807196,1126,81.0
1689584794.6865344,1127,75.0
1689584795.2362535,1129,112.0
1689584795.3658812,1130,46.0
1689584795.9482608,1133,68.0
1689584796.404431,1135,78.0
1689584796.8400867,1137,72.0
1689584797.3611014,1140,56.0
1689584798.8341305,1147,46.0
1689584799.8663087,1151,129.0
1689584799.9689546,1152,39.0
1689584800.2560332,1153,89.0
1689584801.731808,1161,101.0
1689584802.3405902,1163,112.0
1689584802.6890488,1165,46.0
1689584803.2706552,1168,54.0
1689584804.3026996,1174,63.0
1689584804.5042853,1175,70.0
1689584804.9931877,1177,120.0
1689584805.196543,1178,71.0
1689584805.4137876,1179,77.0
1689584806.1082184,1183,54.0
1689584806.534377,1185,48.0
1689584807.0962732,1187,127.0
1689584807.9160047,1190,69.0
1689584808.0793219,1191,57.0
1689584808.5928833,1194,63.0
1689584808.8346345,1195,85.0
1689584809.225205,1198,57.0
1689584810.6345942,1206,46.0
1689584810.8080285,1207,62.0
1689584810.95096,1208,50.0
1689584812.2356772,1215,50.0
1689584813.0480595,1219,64.0
1689584813.9023423,1224,57.0
1689584814.2199244,1226,73.0
1689584814.8608532,1230,36.0
1689584815.376161,1233,59.0
1689584816.3661916,1239,48.0
1689584817.3507001,1245,48.0
1689584817.7437294,1247,75.0
1689584818.1220825,1250,42.0
1689584818.292982,1251,59.0
1689584818.4386961,1252,51.0
1689584818.5529146,1253,43.0
1689584818.8535175,1255,69.0
1689584819.1576693,1257,54.0
1689584819.3247561,1258,57.0
1689584819.8892593,1261,72.0
1689584820.0807238,1262,67.0
1689584821.309953,1268,55.0
1689584822.0056553,1272,80.0
1689584822.8089395,1277,43.0
1689584822.9945796,1278,64.0
1689584823.145614,1279,52.0
1689584823.6854687,1283,41.0
1689584824.1678693,1286,50.0
1689584824.8747141,1291,67.0
1689584825.4002476,1294,63.0
1689584826.1465254,1299,52.0
1689584826.252943,1300,37.0
1689584827.1318386,1303,53.0
1689584827.6482525,1307,57.0
1689584828.121598,1311,44.0
1689584828.9729419,1316,67.0
1689584829.907449,1321,46.0
1689584830.3303661,1323,74.0
1689584830.8018382,1326,41.0
1689584830.9192362,1327,46.0
1689584831.2715428,1329,58.0
1689584832.426121,1336,63.0
1689584833.8949802,1346,45.0
1689584834.3530762,1349,39.0
1689584834.9173782,1353,41.0
1689584835.2329595,1355,50.0
1689584836.243546,1361,91.0
1689584836.9119573,1365,61.0
1689584837.0477293,1366,48.0
1689584837.2142591,1367,58.0
1689584837.3584561,1368,51.0
1689584837.494331,1369,47.0
1689584838.7425425,1376,68.0
1689584838.9117668,1377,61.0
1689584839.5109057,1381,51.0
1689584840.2893994,1386,49.0
1689584840.4781768,1387,66.0
1689584841.1138716,1391,66.0
1689584841.5864828,1394,50.0
1689584842.1083062,1398,43.0
1689584848.2776375,1418,72.0
1689584848.919871,1422,51.0
1689584850.760987,1432,70.0
1689584850.9533536,1433,68.0
1689584851.596853,1437,48.0
1689584851.89131,1439,52.0
1689584851.9813945,1440,36.0
1689584852.1500125,1441,68.0
1689584852.2728906,1442,49.0
1689584852.8855512,1445,73.0
1689584853.4783075,1450,37.0
1689584853.7547767,1452,66.0
1689584853.837863,1453,33.0
1689584854.2459915,1456,58.0
1689584854.4827478,1458,49.0
1689584854.683049,1459,80.0
1689584854.9430583,1461,48.0
1689584855.0403268,1462,39.0
1689584856.3020208,1471,38.0
1689584856.7240155,1474,56.0
1689584856.8236442,1475,35.0
1689584857.0602791,1477,56.0
1689584857.946141,1484,53.0
1689584858.6149583,1488,42.0
1689584858.931427,1491,40.0
1689584859.2651145,1494,44.0
1689584859.4576073,1495,70.0
1689584860.098673,1499,86.0
1689584860.1905687,1500,36.0
1689584860.5166013,1503,62.0
1689584861.5969307,1510,43.0
1689584861.6651766,1511,27.0
1689584861.8035393,1512,55.0
1689584862.0303617,1514,48.0
1689584862.3357224,1516,57.0
1689584862.4549038,1517,43.0
1689584863.6752677,1524,49.0
1689584864.2518814,1529,43.0
1689584865.1315262,1535,47.0
1689584865.524262,1538,47.0
1689584865.6550395,1539,49.0
1689584866.0907245,1542,52.0
1689584867.0261142,1549,55.0
1689584867.338616,1552,45.0
1689584867.5086432,1553,68.0
1689584867.6221159,1554,44.0
1689584868.726341,1563,53.0
1689584869.0616982,1566,43.0
1689584869.185118,1567,47.0
1689584869.3914373,1569,39.0
1689584869.7758083,1572,41.0
1689584869.8780358,1573,41.0
1689584869.9817905,1574,41.0
1689584870.448461,1577,80.0
1689584871.0123005,1581,54.0
1689584871.7181895,1586,57.0
1689584873.2216783,1596,45.0
1689584873.3909366,1597,59.0
1689584873.563973,1598,59.0
1689584874.305656,1602,83.0
1689584874.4708462,1603,58.0
1689584874.5935667,1604,42.0
1689584875.8157303,1612,41.0
1689584876.203025,1615,37.0
1689584877.6352994,1625,42.0
1689584878.0050604,1628,34.0
1689584878.7206554,1632,66.0
1689584879.309154,1636,45.0
1689584879.631264,1638,43.0
1689584880.0146763,1641,42.0
1689584880.1231008,1642,37.0
1689584880.898013,1647,69.0
1689584880.99462,1648,34.0
1689584881.5440392,1652,41.0
1689584881.6525383,1653,38.0
1689584881.761591,1654,42.0
1689584881.9914331,1655,74.0
1689584882.311057,1657,71.0
1689584883.2611232,1663,65.0
1689584883.8897686,1667,50.0
1689584884.5150104,1671,56.0
1689584885.1426065,1675,51.0
1689584885.4381437,1678,40.0
1689584885.725327,1680,57.0
1689584886.5535948,1686,51.0
1689584886.7052548,1687,60.0
1689584886.8465977,1688,53.0
1689584886.9873981,1689,50.0
1689584887.7929237,1694,72.0
1689584887.9006069,1695,37.0
1689584888.0108395,1696,38.0
1689584888.6322434,1700,58.0
1689584889.1244552,1703,61.0
1689584889.5072753,1705,83.0
1689584889.9267004,1708,52.0
1689584890.3391836,1710,79.0
1689584890.451522,1711,39.0
1689584890.5644119,1712,39.0
1689584890.6901038,1713,45.0
1689584891.5858917,1719,52.0
1689584892.192759,1723,40.0
1689584892.3711812,1724,62.0
1689584892.508581,1725,49.0
1689584892.6403697,1726,46.0
1689584893.4808874,1731,72.0
1689584894.7864816,1739,79.0
1689584894.931658,1740,58.0
1689584895.654028,1744,55.0
1689584895.9637918,1746,61.0
1689584896.525057,1749,59.0
1689584896.843416,1751,55.0
1689584898.241549,1754,55.0
1689584898.3802607,1755,56.0
1689584899.4204452,1763,58.0
1689584899.8627925,1766,51.0
1689584901.2591991,1776,48.0
1689584901.639817,1778,80.0
1689584902.0673778,1781,57.0
1689584902.7191696,1785,40.0
1689584902.9348922,1786,86.0
1689584903.0157144,1787,31.0
1689584903.4353383,1790,73.0
1689584903.8693843,1793,39.0
1689584904.38305,1797,50.0
1689584905.0543418,1801,53.0
1689584905.4801366,1803,73.0
1689584906.1817272,1809,36.0
1689584906.464537,1811,58.0
1689584907.7482717,1820,29.0
1689584908.3869457,1824,54.0
1689584908.8815162,1827,52.0
1689584908.9980712,1828,41.0
1689584909.283578,1830,49.0
1689584909.4947364,1831,74.0
1689584909.737192,1833,32.0
1689584910.3268588,1837,53.0
1689584910.5960991,1839,55.0
1689584913.5644925,1846,75.0
1689584913.6770492,1847,43.0
1689584913.8386383,1848,64.0
1689584913.922249,1849,33.0
1689584914.3715134,1852,54.0
1689584915.8111985,1861,45.0
1689584916.6344395,1866,58.0
1689584916.8479452,1867,75.0
1689584916.974804,1868,45.0
1689584918.254425,1872,41.0
1689584918.821288,1873,201.0
1689584919.1552014,1875,60.0
1689584919.5483077,1878,49.0
1689584919.9533765,1881,33.0
1689584920.5384088,1884,92.0
1689584920.7261057,1885,74.0
1689584920.9493537,1887,35.0
1689584921.193975,1889,46.0
1689584921.4285748,1891,48.0
1689584922.3312747,1896,58.0
1689584922.8670874,1900,40.0
1689584923.2448514,1903,49.0
1689584924.0926178,1909,51.0
1689584924.2979941,1910,73.0
1689584924.417902,1911,42.0
1689584924.89972,1914,66.0
1689584925.5739298,1919,41.0
1689584926.337173,1925,40.0
1689584926.5272253,1926,67.0
1689584927.2907271,1930,60.0
1689584928.0827444,1936,37.0
1689584928.239758,1937,56.0
1689584928.8559036,1941,59.0
1689584929.0269177,1942,60.0
1689584929.1982028,1943,60.0
1689584929.5435991,1946,59.0
1689584929.8017745,1948,40.0
1689584930.220457,1951,47.0
1689584930.6785314,1954,77.0
1689584931.1116133,1957,42.0
1689584931.650878,1961,54.0
1689584931.7803595,1962,46.0
1689584931.915394,1963,46.0
1689584932.0321746,1964,41.0
1689584932.2721927,1965,84.0
1689584932.5727823,1967,69.0
1689584932.6919217,1968,41.0
1689584932.8366358,1969,46.0
1689584934.066742,1978,35.0
1689584934.4273894,1980,41.0
1689584934.7787611,1982,68.0
1689584935.371969,1986,47.0
1689584935.6184402,1988,52.0
1689584935.7243142,1989,37.0
1689584936.196749,1992,47.0
1689585033.0997906,2018,307.0
1689585042.2312415,2022,414.0
1689585044.8960123,2023,721.0
1689585052.2679107,2027,358.0
1689585054.4802976,2029,229.0
1689585057.254027,2032,219.0
1689585059.6823096,2036,99.0
1689585060.2045858,2037,152.0
1689585063.2353442,2041,205.0
1689585065.3551068,2044,189.0
1689585068.0802326,2048,253.0
1689585073.8003647,2055,115.0
1689585074.644643,2056,228.0
1689585075.4792018,2057,239.0
1689585082.6076543,2068,136.0
1689585083.7251947,2069,333.0
1689585084.9449084,2071,120.0
1689585086.931339,2075,112.0
1689585089.474609,2080,156.0
1689585093.1430922,2085,163.0
1689585094.2085314,2087,194.0
1689585094.6627429,2088,132.0
1689585095.7727857,2090,166.0
1689585096.2423391,2091,138.0
1689585096.7428484,2092,149.0
1689585099.0772827,2096,101.0
1689585099.8255572,2098,96.0
1689585100.7044206,2099,237.0
1689585101.6282048,2101,113.0
1689585103.0926251,2104,101.0
1689585104.183874,2106,118.0
1689585105.7327275,2110,117.0
1689585106.132993,2111,121.0
1689585107.853801,2115,180.0
1689585108.3494682,2116,143.0
1689585109.7580798,2120,73.0
1689585110.1534133,2121,116.0
1689585111.7808638,2124,100.0
1689585112.2979965,2125,149.0
1689585113.5476573,2128,90.0
1689585116.4803567,2136,80.0
1689585116.7363281,2137,72.0
1689585118.1246216,2140,130.0
1689585119.430509,2144,100.0
1689585121.9735124,2150,138.0
1689585123.7339993,2155,76.0
1689585125.5101519,2160,85.0
1689585125.8108227,2161,89.0
1689585126.6470926,2163,126.0
1689585129.2175524,2170,80.0
1689585135.1658196,2177,1187.0
1689585139.7131295,2188,248.0
1689585140.346753,2190,94.0
1689585141.8314383,2195,68.0
1689585144.220514,2200,141.0
1689585146.2954788,2202,460.0
1689585146.760868,2203,137.0
1689585147.171495,2204,119.0
1689585149.591003,2210,175.0
1689585150.2702065,2212,113.0
1689585150.6071043,2213,100.0
1689585151.2199128,2215,71.0
1689585151.5933208,2216,111.0
1689585153.4408984,2222,109.0
1689585154.8401537,2226,98.0
1689585155.4636898,2228,91.0
1689585159.2006073,2237,101.0
1689585160.2550712,2240,128.0
1689585161.115307,2243,99.0
1689585161.6531043,2245,80.0
1689585164.7176085,2255,132.0
1689585165.4573264,2258,65.0
1689585165.7412102,2259,81.0
1689585167.454138,2265,66.0
1689585168.2674582,2268,85.0
1689585170.8223722,2277,77.0
1689585172.508016,2281,88.0
1689585172.7991688,2282,85.0
1689585173.9709976,2286,93.0
1689585176.0470424,2293,70.0
1689585180.3913152,2301,83.0
1689585182.0470686,2306,133.0
1689585182.3226202,2307,77.0
1689585183.1776838,2310,80.0
1689585183.7613068,2312,79.0
1689585185.0775037,2317,76.0
1689585185.9393501,2320,82.0
1689585187.3681436,2325,75.0
1689585189.583952,2331,92.0
1689585190.2945309,2333,100.0
1689585191.2100227,2336,113.0
1689585193.1619484,2341,62.0
1689585193.6691318,2343,79.0
1689585193.9753654,2344,92.0
1689585194.283651,2345,90.0
1689585194.7417924,2347,51.0
1689585195.0395074,2348,88.0
1689585196.272292,2352,65.0
1689585196.6068687,2353,99.0
1689585196.7652795,2354,47.0
1689585197.9355958,2358,88.0
1689585198.4177172,2360,55.0
1689585200.4364197,2366,94.0
1689585201.3260624,2369,60.0
1689585202.174833,2372,87.0
1689585202.672875,2374,79.0
1689585204.1897874,2379,70.0
1689585205.9658208,2385,75.0
1689585207.2791698,2390,71.0
1689585208.0155551,2392,82.0
1689585208.437786,2394,71.0
1689585208.6892204,2395,75.0
1689585208.9513912,2396,76.0
1689585209.4158993,2398,65.0
1689585209.5924103,2399,51.0
1689585214.16983,2409,95.0
1689585215.1055572,2413,71.0
1689585215.874502,2416,100.0
1689585217.0014536,2420,80.0
1689585219.8172746,2429,82.0
1689585220.5898552,2432,76.0
1689585221.6894367,2436,75.0
1689585221.9495325,2437,72.0
1689585222.7359865,2440,90.0
1689585223.1377175,2442,60.0
1689585223.39417,2443,74.0
1689585225.4998138,2449,76.0
1689585227.0628455,2455,58.0
1689585228.2349718,2459,76.0
1689585229.4164476,2463,67.0
1689585230.0096724,2465,68.0
1689585230.282036,2466,78.0
1689585231.33725,2470,70.0
1689585232.6587665,2474,77.0
1689585233.4671278,2476,115.0
1689585234.1250017,2478,87.0
1689585236.3090684,2485,83.0
1689585236.5110314,2486,60.0
1689585237.4341624,2490,68.0
1689585238.3769116,2494,72.0
1689585239.2511642,2497,83.0
1689585239.818548,2499,58.0
1689585240.0420392,2500,63.0
1689585240.3912396,2501,100.0
1689585241.2558734,2504,78.0
1689585241.7991056,2506,89.0
1689585242.0775142,2507,83.0
1689585242.495169,2509,56.0
1689585242.8740072,2511,57.0
1689585243.6706038,2514,67.0
1689585244.241598,2516,82.0
1689585244.7482042,2518,68.0
1689585244.9832454,2519,67.0
1689585245.2077947,2520,63.0
1689585246.9615705,2522,440.0
1689585247.626671,2524,112.0
1689585250.1271079,2529,86.0
1689585250.60454,2531,63.0
1689585250.8709528,2532,79.0
1689585253.347554,2539,101.0
1689585253.9049714,2541,68.0
1689585254.5047345,2543,65.0
1689585254.773493,2544,78.0
1689585257.5329716,2555,81.0
1689585260.528209,2566,55.0
1689585260.747689,2567,64.0
1689585261.243873,2569,58.0
1689585262.1793032,2572,65.0
1689585263.7624035,2576,233.0
1689585264.303293,2578,83.0
1689585264.5860596,2579,84.0
1689585266.0730238,2584,68.0
1689585266.3881853,2585,95.0
1689585266.5707781,2586,54.0
1689585267.5095682,2589,64.0
1689585267.755464,2590,72.0
1689585268.601035,2593,66.0
1689585270.3511517,2599,70.0
1689585270.7596052,2600,112.0
1689585271.416605,2602,86.0
1689585272.0073287,2604,93.0
1689585272.4898243,2606,70.0
1689585272.8841863,2607,110.0
1689585275.7856233,2618,83.0
1689585276.0221798,2619,71.0
1689585276.2702227,2620,76.0
1689585277.048452,2623,84.0
1689585281.0075977,2628,753.0
1689585281.3382142,2629,100.0
1689585283.2905574,2634,194.0
1689585283.6484244,2635,98.0
1689585284.05175,2636,107.0
1689585284.2840729,2637,67.0
1689585284.8333693,2639,69.0
1689585285.2170272,2640,111.0
1689585285.4827394,2641,78.0
1689585286.4003756,2644,81.0
1689585291.3839188,2655,84.0
1689585292.9351122,2661,56.0
1689585293.4536164,2663,81.0
1689585295.5575652,2671,73.0
1689585295.767133,2672,62.0
1689585296.0175695,2673,75.0
1689585296.4940293,2675,81.0
1689585298.493709,2682,106.0
1689585299.360716,2685,74.0
1689585299.8782213,2687,78.0
1689585300.756354,2690,68.0
1689585301.2082527,2692,70.0
1689585301.8796194,2694,95.0
1689585304.181893,2703,76.0
1689585304.4328668,2704,71.0
1689585304.7339146,2705,88.0
1689585306.5985637,2707,109.0
1689585307.1062224,2709,69.0
1689585307.7636948,2711,91.0
1689585309.5029125,2713,113.0
1689585309.7193372,2714,64.0
1689585310.9056616,2718,55.0
1689585311.1708996,2719,78.0
1689585311.4052343,2720,68.0
1689585313.4856706,2725,104.0
1689585313.7911232,2726,88.0
1689585314.3079677,2728,77.0
1689585314.830153,2730,78.0
1689585315.1009123,2731,78.0
1689585316.3451355,2735,153.0
