"episode","env.name: fourrooms - _step","env.name: fourrooms - _step__MIN","env.name: fourrooms - _step__MAX","env.name: fourrooms - steps","env.name: fourrooms - steps__MIN","env.name: fourrooms - steps__MAX"
"41","41385.58","27285","60855","155.16","20","946"
"42","41668.18","27571","60936","123.36","18","469"
"43","42071.22","27913","62847","176.92","17","1976"
"44","42396.16","28029","63536","142.16","22","761"
"45","42736.06","28412","66821","148.88","29","2000"
"46","43037.22","28513","67589","131.64","14","850"
"47","43355.98","28635","68429","139.44","30","974"
"48","43708.02","28762","70889","154.24","20","1397"
"49","44062.72","28972","75394","155.4","19","2000"
"50","44406.84","29076","75727","150.72","18","2000"
"51","44744.6","29324","76083","147.9","24","929"
"52","44997.02","29439","76572","109.98","20","1061"
"53","45258.3","29547","76995","113.88","17","346"
"54","45598.32","29624","79250","148.92","19","1000"
"55","45806.54","29683","79354","90.34","24","414"
"56","46075","29787","80574","117.06","28","846"
"57","46302.28","30004","80881","98.78","24","679"
"58","46606.42","30232","83332","132.94","16","1087"
"59","46854.02","30405","84860","107.86","20","943"
"60","47151.86","30509","85382","130.14","27","1126"
"61","47447.2","30640","85651","129.04","20","892"
"62","47783.06","30884","86049","147.06","27","1156"
"63","48116.36","30952","86399","145.9","24","2000"
"64","48445","31096","86680","143.86","20","2000"
"65","48775.76","31277","87747","144.76","21","2000"
"66","49008.56","31367","88229","101.26","14","619"
"67","49226.34","31636","89042","94.54","18","417"
"68","49483.28","31751","89729","111.98","16","483"
"69","49704.96","31848","89914","96.32","26","601"
"70","49917.08","32031","90108","92.04","16","662"
"71","50150.46","32124","90606","101.52","28","310"
"72","50383.78","32309","91353","101.46","23","513"
"73","50633.44","32368","92103","108.72","24","621"
"74","50832.1","32505","92922","86.1","29","679"
"75","51057.1","32630","93229","97.76","21","1072"
"76","51330.52","32711","93542","119.34","13","919"
"77","51550.78","32811","94146","95.64","31","593"
"78","51737.16","32917","94769","80.64","19","416"
"79","52064.08","33075","95060","143.06","18","1686"
"80","52392.3","33161","95283","143.62","21","1504"
"81","52586.64","33436","95464","84.14","20","357"
"82","52784.4","33553","95644","85.72","14","473"
"83","53009.8","33664","96552","97.94","24","614"
"84","53283.86","33743","96955","119.6","19","1132"
"85","53623.42","33962","97808","148.66","22","1326"
"86","53814.74","34048","97858","82.84","18","436"
"87","53997.18","34247","98124","78.82","23","339"
"88","54211.1","34472","98359","92.88","13","602"
"89","54474.68","34617","98440","114.88","25","2000"
"90","54650.2","34820","98690","75.84","15","898"
"91","54893.86","34948","98758","106.08","20","942"
"92","55162.58","35066","98862","117.2","20","1651"
"93","55349.88","35118","99061","81.02","18","950"
"94","55558.88","35272","99111","90.68","17","622"
"95","55862.92","35346","99485","132.88","21","2000"
"96","56100.94","35504","99553","103.56","25","920"
"97","56318.84","35640","99693","94.62","23","730"
"98","56481.92","35816","99849","70.26","14","282"
"99","56662.3","35900","99937","77.96","14","790"
"100","56798.5","35988","100097","58.32","18","284"
"101","57010.3","36139","100226","91.9","15","1559"
"102","57204.1","36326","100384","83.92","20","584"
"103","57348.54","36502","100490","61.96","14","381"
"104","57573.34","36600","101026","97.68","16","696"
"105","57782.72","36915","101103","90.86","17","907"
"106","57946.92","37073","101468","70.76","14","580"
"107","58137.4","37231","101637","82.42","19","621"
"108","58328.32","37355","101766","82.6","21","762"
"109","58459.3","37426","101913","56.02","21","160"
"110","58635.44","37512","102051","76.06","17","715"
"111","58787.2","37627","102119","65.22","16","422"
"112","58932.04","37875","102198","62.14","16","486"
"113","59127.22","37968","102302","84.56","18","636"
"114","59284.94","38128","102397","67.86","18","668"
"115","59564.84","38212","102478","122.18","20","879"
"116","59712.38","38286","102573","63.36","20","235"
"117","59941.7","38325","102839","99.72","15","1266"
"118","60106.8","38517","103112","71.14","18","512"
"119","60268.3","38623","103347","69.56","22","599"
"120","60427.06","38772","103543","68.3","18","457"
"121","60585.16","39020","103710","68.06","17","329"
"122","60800.22","39268","104025","93.38","18","1099"
"123","60930.72","39365","104507","55.76","15","244"
"124","61101.46","39535","104755","73.68","20","384"
"125","61267.2","39807","105188","71.42","15","411"
"126","61404.98","39992","105355","59.02","17","208"
"127","61535.44","40112","105434","55.76","20","268"
"128","61672.78","40173","105752","58.84","19","192"
"129","61884.6","40316","105950","91.92","20","1245"
"130","62019.04","40404","105998","57.52","16","416"
"131","62148.6","40539","106262","55.36","16","264"
"132","62303.4","40664","106415","66.56","19","208"
"133","62453.38","40768","106560","64.42","14","688"
"134","62626.38","40863","106648","74.66","16","642"
"135","62847.58","40949","106790","96.12","15","1673"
"136","62981.84","41082","106991","57.46","20","175"
"137","63135.1","41177","107061","65.9","13","301"
"138","63288.7","41297","107127","66","15","429"
"139","63525.66","41475","107265","103.1","21","2000"
"140","63723.24","41676","107391","85.62","12","988"
"141","63918.74","41840","107491","84.64","13","431"
"142","64089","41996","107599","73.46","18","494"
"143","64226.82","42084","107654","59.06","19","286"
"144","64371.28","42238","107915","61.96","16","300"
"145","64531.84","42344","108017","69.1","19","275"
"146","64661.08","42585","108123","55.26","18","304"
"147","64814.82","42730","108227","66.1","17","414"
"148","64956.28","42838","108361","60.64","15","374"
"149","65085.32","42981","108546","55.12","17","132"
"150","65218.72","43098","108670","57.08","19","491"
"151","65391.96","43186","108733","74.78","14","807"
"152","65574.28","43259","108909","78.82","13","506"
"153","65732.74","43354","108980","68.18","17","443"
"154","65872.12","43440","109115","59.74","14","365"
"155","66031.56","43483","109228","68.62","13","661"
"156","66201.7","43576","109337","73.38","17","391"
"157","66349.58","43684","109481","63.52","12","332"
"158","66477.38","43786","109554","54.56","20","205"
"159","66626","43967","109615","63.84","18","324"
"160","66787.24","44122","109730","69.42","17","260"
"161","66922.08","44298","109821","57.74","21","172"
"162","67092.5","44400","109900","73.54","16","530"
"163","67223.04","44547","109984","55.76","16","216"
"164","67389.72","44721","110189","71.86","13","842"
"165","67575","44827","110252","80.14","15","509"
"166","67740.42","45212","110341","71.32","19","354"
"167","67876.26","45692","110544","58.12","14","345"
"168","68036.9","45769","110711","69.16","19","475"
"169","68176.48","45963","110855","59.84","23","197"
"170","68356.6","46015","111015","77.82","15","596"
"171","68494.92","46103","111083","59.24","17","372"
"172","68625.44","46151","111118","55.8","13","334"
"173","68789.96","46284","111224","70.92","19","509"
"174","68911.24","46341","111290","51.66","18","190"
"175","69030.72","46441","111378","50.88","17","244"
"176","69142.98","46578","111601","47.68","14","233"
"177","69284.02","46667","111737","60.44","20","376"
"178","69432.68","46703","111823","63.88","14","465"
"179","69573.24","46834","111906","60.24","14","552"
"180","69722.06","46940","112028","63.92","18","456"
"181","69869.86","46999","112105","63.48","15","619"
"182","70026.32","47038","112500","67.34","15","513"
"183","70164.28","47135","112581","59.06","14","187"
"184","70287.06","47269","112685","52.32","14","180"
"185","70397.36","47334","112814","46.82","17","124"
"186","70526.86","47400","113080","55.34","22","312"
"187","70683.66","47459","113141","67.46","15","722"
"188","70801.3","47660","113211","50.08","13","269"
"189","70909.82","47771","113270","45.98","15","138"
"190","71030.16","47877","113334","51.28","14","210"
"191","71212.58","47952","113422","78.82","18","771"
"192","71405.96","48008","113495","83.74","18","1359"
"193","71556.14","48117","113662","64.52","21","493"
"194","71654.42","48189","113757","41.5","18","125"
"195","71771.9","48251","113890","49.94","18","202"
"196","71924.82","48307","113935","65.78","16","1061"
"197","72051.94","48351","114100","54.26","14","175"
"198","72157.62","48479","114168","44.74","14","205"
"199","72284.36","48577","114360","54.12","23","324"
"200","72412.08","48631","114455","54.54","14","517"
"201","72534.44","48683","114566","52.2","16","354"
"202","72657.26","48760","114679","52.32","14","610"
"203","72796.8","48833","114839","59.8","15","615"
"204","72931.28","48964","114932","57.54","16","358"
"205","73048.58","49018","115076","49.92","18","305"
"206","73184.6","49104","115137","58.2","17","666"
"207","73307.14","49168","115264","52.26","14","143"
"208","73412.34","49249","115431","44.54","12","234"
"209","73518.38","49347","115605","44.88","16","139"
"210","73645.3","49480","115664","54.16","19","453"
"211","73782.34","49559","115772","58.76","14","523"
"212","73939.38","49634","115957","67.54","12","716"
"213","74037.26","49704","116021","41.3","14","80"
"214","74153.76","49849","116064","49.54","16","161"
"215","74266.98","49903","116193","48.1","15","259"
"216","74385.38","50009","116252","50.38","15","462"
"217","74542.48","50145","116360","67.66","15","470"
"218","74645.24","50222","116543","43.42","16","130"
"219","74765.84","50326","116640","51.34","15","497"
"220","74901.02","50531","116753","57.9","15","335"
"221","75016.82","50577","116848","49.24","15","324"
"222","75168.1","50696","116952","65","15","395"
"223","75306.2","50751","117007","59.16","14","486"
"224","75420.5","50808","117140","48.6","14","313"
"225","75551.98","50898","117280","56.18","20","334"
"226","75673.66","50946","117665","51.84","18","318"
"227","75805.38","51027","117740","56.36","14","558"
"228","75936.58","51190","117956","56.06","14","303"
"229","76072.48","51314","118114","58.2","13","468"
"230","76198.88","51418","118151","53.96","14","493"
"231","76334.56","51554","118201","58.04","16","463"
"232","76453.04","51655","118244","50.46","17","283"
"233","76622.3","51791","118303","73.02","16","1229"
"234","76716.96","51850","118360","39.8","19","161"
"235","76822.92","51909","118432","44.94","16","238"
"236","76936.54","52134","118518","48.26","18","353"
"237","77024.64","52198","118591","36.9","13","168"
"238","77143.52","52313","118803","50.64","15","374"
"239","77237.76","52383","118900","39.64","13","111"
"240","77341.4","52436","118977","43.86","16","289"
"241","77497.14","52765","119097","67","15","649"
"242","77633.38","52860","119237","58.34","19","366"
"243","77772.98","52925","119282","59.8","13","418"
"244","77928.9","52993","119341","67.1","14","1217"
"245","78091.74","53041","119418","70.12","12","824"
"246","78230.18","53125","119495","59.3","12","823"
"247","78343.76","53173","119811","48.26","15","338"
"248","78456.6","53263","119872","47.94","15","303"
"249","78623.58","53358","119936","72","15","815"
"250","78723.34","53516","120006","42.1","17","245"
"251","78843.54","53571","120078","51.22","17","436"
"252","78937.44","53630","120209","39.5","16","117"
"253","79049.94","53812","120286","47.82","17","410"
"254","79185.64","53889","121297","58.02","16","447"
"255","79271.8","54072","121345","36.06","15","104"
"256","79373.1","54174","121451","42.82","14","133"
"257","79465.84","54233","121528","39","14","321"
"258","79558.86","54312","121571","39.16","15","80"
"259","79664.62","54425","121662","44.74","13","439"
"260","79750.16","54498","121737","35.84","13","78"
"261","79837.86","54554","121861","36.72","16","78"
"262","79934.28","54618","121947","40.64","14","254"
"263","80065.64","54677","122064","56.16","16","487"
"264","80155.36","54740","122144","37.64","16","95"
"265","80265","54876","122218","46.5","16","276"
"266","80370.38","54978","122284","44.6","15","191"
"267","80463.66","55073","122348","39.24","14","174"
"268","80556.76","55127","122438","39.2","13","102"
"269","80654.46","55166","122511","41.2","15","360"
"270","80748.82","55308","122556","39.68","15","143"
"271","80854.74","55471","122728","44.86","16","160"
"272","80947.7","55543","122775","39.12","12","100"
"273","81030.8","55616","122841","34.7","12","94"
"274","81132.66","55711","122887","43.02","18","249"
"275","81224.36","55803","122939","38.6","15","87"
"276","81314.3","55979","123023","37.68","14","97"
"277","81421.28","56029","123082","45.32","16","413"
"278","81503.42","56104","123271","34.32","12","82"
"279","81613.64","56170","123373","46.72","13","315"
"280","81734.68","56256","123418","51.62","13","360"
"281","81821.26","56315","123457","36.24","15","115"
"282","81931.72","56403","123525","46.88","15","379"
"283","82027.4","56516","123616","40.3","12","201"
"284","82107.04","56582","123659","33.18","13","70"
"285","82197.2","56634","123718","37.84","13","301"
"286","82290.24","56689","123786","39.12","14","166"
"287","82398","56770","123820","45.7","13","394"
"288","82520.2","56915","123915","52.06","14","449"
"289","82606.4","56985","123976","36.08","16","75"
"290","82732.02","57042","124033","53.64","15","495"
"291","82832.76","57078","124117","42.54","13","226"
"292","82932.7","57124","124264","42.22","12","256"
"293","83019.92","57255","124350","36.5","13","285"
"294","83102.88","57320","124397","34.66","13","90"
"295","83199.1","57391","124510","40.56","14","250"
"296","83320.48","57459","124614","51.74","16","507"
"297","83404.32","57585","124703","35.04","16","185"
"298","83499.2","57694","124755","39.94","14","100"
"299","83629.02","57748","124823","55.46","14","1090"
"300","83721.56","57794","124893","38.9","12","340"
"301","83811.3","57855","124970","37.66","12","90"
"302","83924.6","57905","125063","48.14","17","551"
"303","84018.16","58054","125108","39.36","12","305"
"304","84113.68","58133","125174","40.24","12","460"
"305","84191.68","58260","125235","32.44","14","70"
"306","84291.08","58321","125276","41.96","12","173"
"307","84386.28","58375","125428","40.08","12","272"
"308","84470.8","58482","125543","35.36","17","80"
"309","84587.38","58538","125591","49.58","13","522"
"310","84703.42","58584","125661","49.36","14","426"
"311","84787.24","58625","125722","35.04","14","111"
"312","84947.48","58720","125801","69","15","1496"
"313","85027.58","58786","125863","33.34","12","78"
"314","85132.48","58833","125971","44.46","14","364"
"315","85317.4","58922","126017","79.9","16","2000"
"316","85403.1","58999","126080","35.88","16","97"
"317","85503.32","59044","126632","42.34","12","243"
"318","85606.08","59128","126702","43.46","15","237"
"319","85681.86","59182","126786","31.44","15","94"
"320","85800.42","59268","126847","50.48","15","779"
"321","85905.16","59303","126980","44.3","12","243"
"322","86007.4","59350","127060","43.24","12","569"
"323","86117.12","59403","127166","46.54","12","485"
"324","86214.98","59493","127256","41.24","15","279"
"325","86356.94","59568","127309","60.86","14","683"
"326","86450.16","59607","127370","39.24","13","303"
"327","86560.68","59666","127449","46.88","17","216"
"328","86688.8","59734","127501","54.7","13","462"
"329","86813.26","59788","127554","53.12","15","624"
"330","86891.8","59881","127640","32.7","16","79"
"331","86973.74","59967","127692","34.16","14","113"
"332","87069.1","60035","127803","40.18","14","221"
"333","87168.12","60132","127873","41.78","17","321"
"334","87263.96","60227","127905","40.4","12","370"
"335","87367","60266","127968","43.58","12","317"
"336","87461.16","60316","128111","39.58","14","360"
"337","87542.82","60422","128194","34.08","12","211"
"338","87626.64","60490","128258","35.04","14","104"
"339","87695.38","60536","128321","28.34","13","54"
"340","87775.76","60595","128432","33.48","13","130"
"341","87876.76","60721","128484","42.68","13","429"
"342","87957.14","60796","128525","33.54","14","119"
"343","88052.4","60900","128605","40.06","12","340"
"344","88128.52","60943","128670","31.66","13","147"
"345","88217.14","61038","128772","37.16","13","157"
"346","88289.78","61102","128890","30.06","13","67"
"347","88386.76","61140","129039","40.86","15","506"
"348","88482.9","61222","129084","40.5","15","401"
"349","88584.44","61258","129141","42.9","13","245"
"350","88677.86","61299","129193","39.3","12","432"
"351","88758.9","61363","129232","33.8","13","102"
"352","88833.64","61438","129316","30.98","12","65"
"353","88912.64","61564","129390","32.94","15","83"
"354","88988.28","61619","129470","31.38","13","60"
"355","89078.84","61666","129567","38.04","16","305"
"356","89168.66","61743","129615","37.7","13","357"
"357","89260.92","61780","129674","38.76","14","220"
"358","89339.32","61864","129784","32.62","15","120"
"359","89429.52","61914","129891","37.86","15","336"
"360","89522.28","61975","129956","38.98","15","391"
"361","89621.46","62115","130182","41.9","14","405"
"362","89713.16","62163","130729","38.5","13","317"
"363","89796.26","62246","130808","34.74","14","163"
"364","89889.68","62314","130901","39.28","14","332"
"365","90019.5","62373","131061","55.5","13","668"
"366","90126.56","62450","131147","45.36","14","377"
"367","90215.84","62530","131263","37.42","13","139"
"368","90323.16","62589","131315","45.5","14","492"
"369","90395.38","62661","131421","29.86","13","82"
"370","90477.3","62727","131539","34.2","15","101"
"371","90553.8","62802","131611","31.78","13","92"
"372","90627.86","62852","131758","30.68","14","69"
"373","90717.14","62929","132240","37.48","15","212"
"374","90830.76","62997","132301","48.26","14","743"
"375","90935.12","63051","132398","44.18","14","303"
"376","91026.12","63164","132529","38.24","12","204"
"377","91114.7","63237","132613","37.12","12","128"
"378","91209.08","63289","132661","39.7","13","430"
"379","91289.56","63357","132715","33.6","13","185"
"380","91369.44","63409","132756","33.26","14","100"
"381","91456.28","63450","132804","36.36","14","293"
"382","91536.94","63500","132850","33.62","13","169"
"383","91614.54","63548","132895","32.28","12","156"
"384","91750.34","63602","133292","58.1","13","987"
"385","91828.12","63702","133335","32.38","14","95"
"386","91908.6","63781","133401","33.56","13","173"
"387","91995.72","63856","133523","36.48","13","220"
"388","92080.48","63958","133591","35.4","13","293"
"389","92159.86","64035","133652","33.12","12","128"
"390","92236.7","64109","133772","31.9","14","75"
"391","92310.54","64177","133815","30.62","13","66"
"392","92384.36","64239","133851","30.56","12","73"
"393","92480.9","64300","133890","40.68","12","661"
"394","92586.48","64377","133924","44.7","13","492"
"395","92677.14","64431","133974","38.12","14","379"
"396","92757.36","64495","134058","33.4","12","84"
"397","92841.36","64567","134095","35.12","12","220"
"398","92931.62","64617","134334","37.9","14","267"
"399","93002.58","64697","134393","29.32","16","75"
"400","93077.66","64792","134461","31.16","12","77"
"401","93163.68","64941","134565","35.98","13","286"
"402","93263.72","65024","135224","42.22","12","344"
"403","93337.82","65056","135317","30.74","12","75"
"404","93436.4","65498","135367","41.58","12","435"
"405","93522.68","65539","135521","36.14","14","328"
"406","93657.24","65589","135676","57.56","13","831"
"407","93730.44","65693","135717","30.3","14","64"
"408","93799.38","65745","135785","28.42","16","53"
"409","93879.72","65836","136031","33.52","12","147"
"410","93950.76","65890","136142","29.32","12","65"
"411","94043.38","65929","136241","38.94","15","487"
"412","94113.58","65961","136282","28.98","12","108"
"413","94230.12","66083","136353","49.58","13","612"
"414","94305.94","66185","136481","31.48","12","143"
"415","94399.4","66298","136545","39.3","14","246"
"416","94470.86","66348","136638","29.56","12","80"
"417","94546.44","66393","136683","31.34","13","208"
"418","94622.14","66499","136724","31.46","14","123"
"419","94695.02","66572","136794","30.18","12","72"
"420","94768.92","66613","136910","30.6","12","69"
"421","94851.64","66667","136944","34.54","12","207"
"422","94938.68","66722","137059","36.46","15","299"
"423","95014.42","66776","137118","31.46","12","58"
"424","95081.56","66838","137202","27.6","13","72"
"425","95148.38","66874","137259","27.48","12","58"
"426","95229.1","66938","137304","33.66","12","343"
"427","95308.4","66983","137356","33.02","14","270"
"428","95393.2","67067","137404","35.46","12","432"
"429","95462.28","67121","137477","28.5","12","89"
"430","95535.46","67237","137513","30.28","14","97"
"431","95610.46","67291","137572","31.12","12","65"
"432","95700.1","67418","137663","37.6","14","374"
"433","95768.54","67549","137744","28.2","13","66"
"434","95853","67601","137796","35.3","13","403"
"435","95921.04","67696","137905","28.02","14","67"
"436","95992.26","67728","137944","29.46","12","87"
"437","96083","67778","138007","38.1","12","304"
"438","96148.6","67826","138066","26.92","12","91"
"439","96224.34","67873","138159","31.44","13","81"
"440","96308.86","67914","138270","35.34","14","325"
"441","96373.94","68000","138335","26.7","12","50"
"442","96449.14","68077","138370","31.2","13","221"
"443","96521.48","68181","138426","29.94","12","72"
"444","96603.5","68252","138519","34.24","16","337"
"445","96692.98","68322","138598","37.54","15","290"
"446","96764.62","68356","138666","29.62","13","68"
"447","96838.36","68456","138728","30.54","14","74"
"448","96905.68","68526","138773","27.7","13","146"
"449","96989.64","68634","139251","35.06","12","265"
"450","97053.68","68700","139359","26.28","14","46"
"451","97136","68766","139429","34.38","13","349"
"452","97208.28","68836","139493","29.88","13","69"
"453","97280.62","68875","139552","29.92","12","72"
"454","97356.78","68979","139606","31.66","14","129"
"455","97430.14","69013","139994","30.34","12","170"
"456","97502.88","69083","140111","30.12","14","89"
"457","97574.52","69124","140227","29.62","13","148"
"458","97646.16","69163","140283","29.62","12","102"
"459","97718.46","69229","140347","29.92","12","216"
"460","97805.06","69268","140386","36.28","13","182"
"461","97887.7","69309","140469","34.5","12","274"
"462","97957.16","69379","140528","28.64","12","60"
"463","98025.82","69418","140574","28.24","12","66"
"464","98105.4","69524","140633","33.2","14","346"
"465","98183.42","69576","140683","32.42","14","181"
"466","98250.14","69622","140737","27.48","12","66"
"467","98366.5","69755","141127","49.5","14","328"
"468","98435.06","69834","141206","28.26","13","68"
"469","98524.8","69871","141274","37.64","14","235"
"470","98596.8","69932","141347","29.76","14","63"
"471","98699.74","70020","141397","43.54","12","565"
"472","98799.58","70070","141456","42.14","14","436"
"473","98869.92","70118","141515","29.06","15","57"
"474","98941.96","70175","141626","29.8","14","136"
"475","99005.46","70222","141727","25.98","12","47"
"476","99075.7","70275","141798","29","12","99"
"477","99151.3","70329","141857","31.38","12","119"
"478","99215.9","70388","141929","26.46","12","48"
"479","99285.12","70434","141990","28.58","14","65"
"480","99359.62","70479","142049","30.88","12","103"
"481","99426.76","70529","142111","27.64","12","78"
"482","99506.26","70568","142163","33.1","15","284"
"483","99599.18","70609","142211","39.08","12","483"
"484","99672.7","70695","142297","30.42","12","130"
"485","99750.14","70747","142365","32.22","12","208"
"486","99838.98","70813","142437","37.24","12","312"
"487","99908.24","70852","142600","28.54","12","70"
"488","99971.74","70904","142643","26.02","12","51"
"489","100033.78","70943","142769","25.34","12","67"
"490","100112.06","70986","142887","32.6","12","93"
"491","100183.26","71025","142923","29.42","12","61"
"492","100262.92","71111","142996","33.14","13","304"
"493","100337.28","71156","143057","30.84","13","148"
"494","100400","71242","143190","25.7","12","92"
"495","100470.28","71281","143231","29","13","164"
"496","100547.16","71349","143281","31.96","13","126"
"497","100607.78","71385","143331","24.72","12","44"
"498","100688","71492","143372","33.4","15","229"
"499","100766.78","71548","143479","32.76","12","204"
"500","100842.92","71630","143567","31.66","13","141"
"501","100923.76","71720","143606","33.74","12","240"
"502","101000.9","71770","143642","32.04","12","451"
"503","101074.3","71843","143733","30.4","12","69"
"504","101153.68","71963","143812","33.04","12","326"
"505","101220.62","72017","143860","27.54","14","59"
"506","101297.58","72072","143896","31.94","13","281"
"507","101368.22","72113","144005","29.18","14","89"
"508","101449.82","72219","144046","34.08","14","262"
"509","101523.14","72287","144091","30.36","16","91"
"510","101589.46","72337","144137","27.24","12","146"
"511","101656.08","72400","144180","27.38","14","67"
"512","101726.32","72453","144241","29.04","12","68"
"513","101787.7","72498","144291","25.04","13","52"
"514","101858.38","72582","144400","29.18","13","107"
"515","101927.48","72636","144805","28.46","12","178"
"516","102005.62","72749","144857","32.54","12","431"
"517","102078.3","72869","144928","30.08","12","72"
"518","102147.44","72921","145032","28.52","14","62"
"519","102217.48","73025","145122","28.88","13","68"
"520","102287.1","73075","145188","28.74","12","74"
"521","102367.44","73121","145254","33.5","12","364"
"522","102446.92","73187","145362","33.06","14","306"
"523","102541.16","73250","145428","39.7","14","320"
"524","102610.26","73296","145482","28.46","13","70"
"525","102680.32","73350","145539","28.9","13","84"
"526","102751.3","73398","145614","29.34","12","97"
"527","102819.1","73464","145702","27.92","12","66"
"528","102889.42","73516","145750","29.04","15","80"
"529","102954.74","73595","145789","26.76","13","60"
"530","103038.26","73672","145859","34.94","12","290"
"531","103108.02","73711","145976","28.8","12","152"
"532","103196.68","73745","146053","37.14","12","275"
"533","103272.88","73824","146119","31.7","12","104"
"534","103341.36","73886","146151","28.18","12","123"
"535","103429.18","73938","146190","36.82","12","425"
"536","103494.5","73986","146253","26.78","12","69"
"537","103561.26","74031","146402","27.46","13","70"
"538","103636.54","74072","146545","31.24","12","114"
"539","103719.4","74138","146694","34.6","12","246"
"540","103789.06","74269","147025","28.74","14","145"
"541","103882.06","74371","147185","39.14","12","628"
"542","103955.42","74441","147753","30.36","14","250"
"543","104066.34","74484","148007","47.06","12","559"
"544","104137.18","74536","148064","29.28","12","79"
"545","104207.18","74645","148128","28.88","13","137"
"546","104275.3","74688","148281","28.08","13","71"
"547","104349.46","74743","148453","30.72","13","101"
"548","104422.1","74784","148836","30.02","14","168"
"549","104503.78","74870","148881","34.08","13","192"
"550","104575.68","74960","148963","29.82","12","239"
"551","104650.8","75021","149060","31.1","12","77"
"552","104723.2","75058","149092","29.96","12","78"
"553","104788.52","75115","149158","26.8","12","60"
"554","104858.8","75174","149345","29.04","13","81"
"555","104926.86","75226","149424","28","12","56"
"556","105003.32","75298","149717","31.8","12","307"
"557","105077.74","75344","149785","30.84","12","264"
"558","105143.34","75394","149826","26.94","12","96"
"559","105213.4","75448","150326","28.9","13","220"
"560","105284.98","75501","150385","29.58","12","83"
"561","105362.52","75591","150491","32.26","12","119"
"562","105434.38","75648","150627","29.76","12","194"
"563","105527.84","75689","150681","39.28","12","442"
"564","105603.06","75730","150729","31.18","12","146"
"565","105671.8","75811","150784","28.38","12","84"
"566","105746.22","75866","150834","30.84","12","155"
"567","105823.14","75914","150953","31.92","12","199"
"568","105890.18","75977","151003","27.58","12","81"
"569","105959.72","76079","151218","28.72","13","130"
"570","106040.9","76140","151335","33.82","14","348"
"571","106122.2","76174","151399","33.94","13","294"
"572","106205.88","76222","151442","34.94","12","339"
"573","106285.92","76301","151478","33.38","13","286"
"574","106361.54","76342","151677","31.38","14","201"
"575","106435.98","76390","151718","30.88","14","170"
"576","106529.38","76427","151907","39.28","14","319"
"577","106605.46","76465","151955","31.56","12","190"
"578","106680.2","76531","152025","31","12","88"
"579","106779.2","76570","152087","41.78","14","610"
"580","106844.8","76631","152141","26.92","12","104"
"581","106914.52","76679","152182","28.78","13","134"
"582","107020.26","76801","152223","44.78","12","832"
"583","107090.14","76851","152293","28.8","13","75"
"584","107176.08","76896","152334","35.98","13","449"
"585","107272.2","76958","153266","40.52","14","671"
"586","107333.32","77014","153382","24.94","12","49"
"587","107428.86","77051","154926","40.24","12","684"
"588","107512.52","77090","155986","34.98","13","469"
"589","107578.24","77126","156097","26.98","14","96"
"590","107637.56","77167","156133","24.12","12","52"
"591","107708.14","77204","156239","29.16","12","147"
"592","107777.9","77265","156501","28.8","12","114"
"593","107850.32","77299","156733","29.96","13","206"
"594","107921.24","77392","156981","29.3","12","108"
"595","107992.62","77433","157330","29.48","12","209"
"596","108072.76","77472","157396","33.42","12","392"
"597","108167.3","77508","158717","39.76","14","585"
"598","108235.04","77567","158819","27.9","12","122"
