Wall time,Step,Value
1689580552.7211196,2277,89.0
1689580553.9472694,2281,129.0
1689580554.2646112,2282,108.0
1689580557.3233027,2286,379.0
1689580558.8674767,2292,89.0
1689580559.1140716,2293,93.0
1689580559.4293604,2294,116.0
1689580562.2688234,2301,244.0
1689580565.7673652,2306,229.0
1689580566.3823414,2307,203.0
1689580566.9574654,2308,194.0
1689580567.6421075,2310,178.0
1689580569.3757906,2312,410.0
1689580573.348226,2316,319.0
1689580573.5784764,2317,73.0
1689580574.5383549,2320,101.0
1689580576.6346471,2325,205.0
1689580578.2159376,2331,146.0
1689580578.6553676,2333,94.0
1689580580.1787546,2336,275.0
1689580582.6659617,2341,168.0
1689580587.0053108,2343,1201.0
1689580587.65158,2344,236.0
1689580588.8838565,2345,431.0
1689580590.407815,2347,389.0
1689580591.5123916,2348,398.0
1689580592.766028,2349,418.0
1689580624.477428,2352,1366.0
1689580626.428811,2353,651.0
1689580627.1954653,2354,250.0
1689580631.2521088,2358,538.0
1689580632.908334,2360,110.0
1689580635.4616697,2363,599.0
1689580638.0732265,2366,73.0
1689580639.6955197,2369,267.0
1689580644.8544497,2372,503.0
1689580650.254657,2374,153.0
1689580768.6865618,2379,160.0
1689580783.763816,2385,734.0
1689580791.1839206,2390,336.0
1689580792.2941573,2392,317.0
1689580794.0549142,2394,275.0
1689580795.0856965,2395,194.0
1689580833.7549043,2396,13487.0
1689580835.200504,2397,499.0
1689580886.9589698,2398,18000.0
1689580889.8038344,2399,958.0
1689580892.1519725,2402,291.0
1689580901.8182487,2409,1570.0
1689580941.1442845,2413,104.0
1689580994.566829,2416,18000.0
1689581004.3762267,2420,441.0
1689581013.8270075,2429,888.0
1689581170.5949097,2432,18000.0
1689581208.888836,2436,578.0
1689581210.1028898,2437,386.0
1689581222.648062,2439,3898.0
1689581262.6533468,2440,13828.0
1689581291.7825131,2442,839.0
1689581293.0810924,2443,421.0
1689581482.7076876,2449,17423.0
1689581643.323731,2455,1738.0
1689581653.945421,2459,196.0
1689581655.6412203,2460,650.0
1689581662.6215787,2463,1036.0
1689581666.0128875,2465,567.0
1689581667.7568674,2466,622.0
1689581736.2510467,2468,6495.0
1689581798.711829,2470,4208.0
1689581870.0402374,2474,883.0
1689581881.8661237,2476,2654.0
1689581921.2265077,2478,11543.0
1689582100.6821015,2485,13679.0
1689582113.983633,2486,4751.0
1689582215.0874965,2490,18000.0
1689582244.242411,2494,729.0
1689582276.1378906,2497,10140.0
1689582279.8695376,2499,1085.0
1689582318.314693,2500,14817.0
1689582340.2250333,2501,8730.0
1689582386.528669,2502,18000.0
1689582480.1571472,2504,18000.0
1689582573.2787285,2506,18000.0
1689582619.5862663,2507,18000.0
1689582723.830777,2509,18000.0
1689582820.3110325,2511,17598.0
1689582967.7818513,2514,18000.0
1689583026.134251,2516,18000.0
1689583130.4783087,2518,18000.0
1689583177.7137167,2519,16413.0
1689583226.4094746,2520,18000.0
1689583326.8959193,2522,18000.0
1689583377.3872135,2523,17428.0
