,reward_8,lengths_8,mean_lengths_8,reward_4,lengths_4,mean_lengths_4,reward_1,lengths_1,mean_lengths_1,smooth_1,smooth_4,smooth_8
460,1.0,19.0,32.87,1.0,20.0,24.81,1.0,33.0,33.64,39.61372404893273,66.87225120378652,40.887181421159696
461,1.0,42.0,32.7,1.0,16.0,24.74,1.0,12.0,33.77,39.3375868084434,66.36352869174866,40.8983096069481
462,1.0,48.0,32.85,1.0,34.0,24.59,1.0,27.0,33.64,39.21421094035897,66.03989340483118,40.969326510878616
463,1.0,20.0,32.89,1.0,22.0,24.56,1.0,19.0,33.64,39.01206883095537,65.59949447078286,40.759633245769834
464,1.0,17.0,32.88,1.0,20.0,24.61,1.0,28.0,33.42,38.90194814264582,65.14349952607503,40.522036913312135
465,1.0,21.0,32.9,1.0,21.0,24.59,1.0,16.0,32.88,38.67292866121936,64.70206453081427,40.32681654417902
466,1.0,42.0,32.9,1.0,19.0,24.51,1.0,20.0,32.71,38.48619937460717,64.24504388550612,40.34354837873723
467,1.0,61.0,33.1,1.0,21.0,24.39,1.0,26.0,32.24,38.361337380861094,63.81259344665106,40.55011289494986
468,1.0,19.0,33.45,1.0,28.0,24.35,1.0,16.0,32.23,38.13772400705248,63.45446751218455,40.334611766000364
469,1.0,23.0,33.31,1.0,22.0,24.45,1.0,33.0,32.03,38.086346766981954,63.039922837062704,40.161265648340354
470,1.0,23.0,33.15,1.0,18.0,24.43,1.0,41.0,31.94,38.11548329931214,62.589523608692076,39.98965299185695
471,1.0,21.0,33.12,1.0,19.0,24.42,1.0,16.0,31.89,37.894328466319024,62.153628372605155,39.79975646193838
472,1.0,20.0,33.16,1.0,18.0,24.46,1.0,15.0,31.55,37.66538518165583,61.7120920888791,39.601758897319
473,1.0,42.0,33.02,1.0,22.0,24.4,1.0,22.0,31.46,37.50873132983927,61.31497116799031,39.625741308345816
474,1.0,17.0,33.21,1.0,21.0,24.48,1.0,30.0,31.53,37.433644016540875,60.911821456310406,39.39948389526236
475,1.0,25.0,33.13,1.0,44.0,24.51,1.0,12.0,31.69,37.179307576375464,60.7427032417473,39.255489056309735
476,1.0,26.0,33.0,1.0,25.0,24.48,1.0,20.0,31.57,37.00751450061171,60.385276209329824,39.122934165746635
477,1.0,12.0,32.87,1.0,25.0,24.38,1.0,20.0,31.61,36.837439355605596,60.03142344723653,38.85170482408917
478,1.0,13.0,32.63,1.0,24.0,24.49,1.0,20.0,31.42,36.669064962049546,59.671109212764165,38.59318777584828
479,1.0,36.0,31.92,1.0,15.0,24.35,1.0,23.0,31.28,36.53237431242905,59.22439812063652,38.5672558980898
480,1.0,52.0,31.89,1.0,44.0,24.14,1.0,41.0,30.89,36.57705056930476,59.072154139430154,38.7015833391089
481,1.0,26.0,32.2,1.0,23.0,24.32,1.0,18.0,30.93,36.39128006361171,58.71143259803585,38.57456750571781
482,1.0,31.0,32.24,1.0,36.0,24.33,1.0,30.0,30.83,36.32736726297559,58.48431827205549,38.49882183066063
483,1.0,25.0,32.36,1.0,18.0,24.31,1.0,27.0,30.93,36.234093590345836,58.079475089334935,38.36383361235402
484,1.0,14.0,30.65,1.0,18.0,24.23,1.0,25.0,30.96,36.121752654442375,57.67868033844159,38.12019527623048
485,1.0,22.0,30.5,1.0,31.0,24.16,1.0,13.0,30.97,35.890535127897955,57.411893535057175,37.95899332346818
486,1.0,28.0,30.55,1.0,20.0,24.13,1.0,15.0,30.89,35.681629776618976,57.03777459970661,37.859403390233496
487,1.0,22.0,30.5,1.0,29.0,24.18,1.0,17.0,30.76,35.49481347885279,56.757396853709544,37.700809356331156
488,1.0,30.0,30.42,1.0,21.0,24.18,1.0,24.0,30.67,35.379865344064264,56.39982288517245,37.62380126276784
489,1.0,23.0,30.45,1.0,47.0,24.17,1.0,16.0,30.68,35.18606669062362,56.30582465632072,37.47756325014016
490,1.0,41.0,30.42,1.0,22.0,24.38,1.0,30.0,30.62,35.13420602371738,55.96276640975751,37.51278761763876
491,1.0,29.0,30.52,1.0,15.0,24.34,1.0,16.0,30.67,34.94286396348021,55.553138745659936,37.42765974146237
492,1.0,16.0,30.44,1.0,26.0,23.98,1.0,16.0,30.52,34.75343532384541,55.25760735820334,37.213383144047754
493,1.0,40.0,30.32,1.0,27.0,24.01,1.0,20.0,30.52,34.60590097060696,54.97503128462131,37.24124931260727
494,1.0,16.0,30.52,1.0,25.0,24.03,1.0,23.0,30.51,34.48984196090089,54.675280971775095,37.0288368194812
495,1.0,21.0,30.36,1.0,21.0,24.0,1.0,24.0,30.56,34.38494354129188,54.338528162057344,36.86854845128639
496,1.0,23.0,30.33,1.0,18.0,23.81,1.0,36.0,30.47,34.40109410587896,53.97514288043677,36.72986296677352
497,1.0,14.0,30.15,1.0,22.0,23.75,1.0,29.0,30.57,34.34708316482017,53.655391451632404,36.50256433710578
498,1.0,27.0,29.76,1.0,24.0,23.72,1.0,15.0,30.3,34.153612333171964,53.35883753711608,36.40753869373473
499,1.0,18.0,29.87,1.0,25.0,23.76,1.0,22.0,30.0,34.03207620984024,53.07524916174492,36.223463306797385
500,1.0,23.0,29.88,1.0,22.0,23.72,1.0,34.0,25.87,34.031755447741844,52.76449667012747,36.091228673729404
501,1.0,43.0,29.92,1.0,31.0,23.79,1.0,15.0,25.86,33.84143789326443,52.5468517034262,36.16031638699211
502,1.0,31.0,30.11,1.0,19.0,23.84,1.0,22.0,25.66,33.72302351433178,52.211383186391934,36.10871322312219
503,1.0,15.0,30.06,1.0,12.0,23.71,1.0,18.0,25.61,33.56579327918846,51.80926935452801,35.89762609089097
504,1.0,19.0,29.95,1.0,19.0,23.65,1.0,44.0,25.42,33.67013534639658,51.48117666098273,35.728649829982054
505,1.0,21.0,29.94,1.0,15.0,23.28,1.0,27.0,25.61,33.603433992932615,51.11636489437291,35.58136333168223
506,1.0,38.0,29.91,1.0,18.0,23.22,1.0,27.0,25.58,33.53739965300329,50.78520124542918,35.605549698365415
507,1.0,22.0,30.08,1.0,34.0,23.13,1.0,19.0,25.51,33.39202565647326,50.61734923297489,35.46949420138176
508,1.0,25.0,30.08,1.0,21.0,23.33,1.0,24.0,25.32,33.29810539990853,50.32117574064514,35.36479925936794
509,1.0,24.0,30.15,1.0,29.0,23.27,1.0,32.0,25.42,33.285124345909445,50.10796398323868,35.251151266774265
510,1.0,36.0,30.09,1.0,19.0,23.41,1.0,57.0,25.49,33.52227310245035,49.79688434340629,35.25863975410652
511,1.0,17.0,30.25,1.0,15.0,23.45,1.0,18.0,25.94,33.36705037142585,49.44891549997222,35.07605335656545
512,1.0,35.0,30.1,1.0,28.0,23.19,1.0,26.0,25.83,33.293379867711586,49.234426344972505,35.0752928229998
513,1.0,28.0,30.22,1.0,24.0,23.28,1.0,14.0,25.87,33.10044606903447,48.98208208152278,35.0045398947698
514,1.0,29.0,30.23,1.0,21.0,23.07,1.0,12.0,25.76,32.88944160834412,48.70226126070756,34.9444944958221
515,1.0,47.0,30.23,1.0,21.0,22.97,1.0,24.0,25.43,32.80054719226068,48.42523864810048,35.065049550863876
516,1.0,17.0,30.39,1.0,22.0,22.96,1.0,22.0,25.42,32.69254172033807,48.16098626161948,34.88439905535524
517,1.0,27.0,30.13,1.0,19.0,23.0,1.0,17.0,25.4,32.53561630313469,47.86937639900328,34.80555506480169
518,1.0,25.0,28.27,1.0,26.0,22.9,1.0,17.0,25.4,32.380260140103346,47.65068263501325,34.70749951415367
519,1.0,31.0,28.37,1.0,20.0,22.98,1.0,67.0,25.33,32.72645753870231,47.37417580866312,34.67042451901213
520,1.0,31.0,28.44,1.0,22.0,22.99,1.0,17.0,25.74,32.56919296331529,47.120434050576485,34.63372027382201
521,1.0,46.0,28.36,1.0,29.0,22.86,1.0,29.0,25.46,32.533501033682136,46.93922971007072,34.74738307108379
522,1.0,20.0,28.45,1.0,15.0,22.97,1.0,19.0,25.4,32.39816602334531,46.619837412970014,34.59990924037295
523,1.0,31.0,28.19,1.0,29.0,22.83,1.0,14.0,25.16,32.21418436311186,46.44363903884031,34.563910147969224
524,1.0,18.0,28.33,1.0,22.0,22.9,1.0,19.0,25.14,32.082042519480744,46.1992026484519,34.39827104648953
525,1.0,13.0,28.22,1.0,25.0,22.92,1.0,19.0,25.04,31.95122209428594,45.987210621967385,34.18428833602464
526,1.0,31.0,27.98,1.0,14.0,22.96,1.0,14.0,24.85,31.77170987334308,45.66733851574771,34.1524454526644
527,1.0,17.0,28.05,1.0,19.0,22.9,1.0,19.0,24.28,31.64399277460965,45.40066513059023,33.98092099813776
528,1.0,28.0,27.94,1.0,31.0,22.81,1.0,41.0,24.23,31.737552846863554,45.256658479284326,33.92111178815639
529,1.0,16.0,27.84,1.0,28.0,22.82,1.0,19.0,24.39,31.61017731839492,45.084091894491486,33.74190067027483
530,1.0,29.0,27.76,1.0,33.0,22.89,1.0,19.0,24.4,31.484075545210974,44.96325097554657,33.694481663572084
531,1.0,22.0,27.76,1.0,24.0,23.06,1.0,24.0,24.41,31.409234789758862,44.75361846579111,33.57753684693636
532,1.0,19.0,27.81,1.0,53.0,23.1,1.0,16.0,24.46,31.255142441861274,44.836082281133194,33.431761478466996
533,1.0,28.0,27.74,1.0,25.0,23.46,1.0,24.0,24.2,31.18259101744266,44.63772145832186,33.37744386368232
534,1.0,12.0,27.7,1.0,19.0,23.37,1.0,29.0,23.81,31.160765107268233,44.38134424373864,33.1636694250455
535,1.0,27.0,27.64,1.0,28.0,23.22,1.0,20.0,23.95,31.049157456195548,44.21753080130125,33.102032730795045
536,1.0,17.0,27.66,1.0,17.0,23.35,1.0,36.0,23.96,31.098665881633593,43.94535549328824,32.94101240348709
537,1.0,41.0,27.35,1.0,43.0,23.25,1.0,22.0,23.99,31.007679222817256,43.93590193835536,33.021602279452225
538,1.0,21.0,27.52,1.0,13.0,23.51,1.0,14.0,23.88,30.837602430589083,43.62654291897181,32.9013862566577
539,1.0,18.0,27.15,1.0,29.0,23.46,1.0,24.0,23.8,30.769226406283195,43.48027748978209,32.752372394091125
540,1.0,25.0,27.01,1.0,19.0,23.63,1.0,16.0,23.69,30.621534142220362,43.23547471488427,32.67484867015021
541,1.0,23.0,26.95,1.0,44.0,23.58,1.0,23.0,23.61,30.54531880079816,43.243119967735424,32.578100183448704
542,1.0,23.0,26.83,1.0,24.0,23.78,1.0,26.0,23.59,30.49986561279018,43.05068876805807,32.482319181614216
543,1.0,15.0,26.81,1.0,19.0,23.8,1.0,32.0,23.58,30.514866956662278,42.81018188037749,32.30749598979807
544,1.0,27.0,26.39,1.0,20.0,23.83,1.0,18.0,23.54,30.389718287095654,42.58208006157372,32.254421029900094
545,1.0,22.0,26.44,1.0,21.0,23.79,1.0,13.0,23.55,30.215821104224695,42.36625926095798,32.15187681960109
546,1.0,15.0,26.38,1.0,32.0,23.86,1.0,18.0,23.52,30.093662893182447,42.2625966683484,31.98035805140508
547,1.0,16.0,26.23,1.0,15.0,24.04,1.0,15.0,23.42,29.94272626425062,41.989970701664916,31.82055447089103
548,1.0,26.0,26.17,1.0,15.0,23.85,1.0,14.0,23.36,29.783299001608114,41.72007099464827,31.76234892618212
549,1.0,15.0,26.24,1.0,19.0,23.5,1.0,28.0,23.18,29.765466011592032,41.49287028470178,31.5947254369203
550,1.0,36.0,26.19,1.0,34.0,23.45,1.0,27.0,23.1,29.73781135147611,41.41794158185476,31.638778182551096
551,1.0,29.0,26.34,1.0,16.0,23.59,1.0,14.0,23.12,29.58043323796135,41.16376216603622,31.612390400725584
552,1.0,35.0,26.26,1.0,34.0,23.56,1.0,14.0,23.05,29.424628905581738,41.092124544375864,31.64626649671833
553,1.0,19.0,26.28,1.0,25.0,23.65,1.0,40.0,22.9,29.53038261652592,40.931203298932104,31.519803831751148
554,1.0,37.0,26.1,1.0,28.0,23.64,1.0,23.0,23.12,29.46507879036066,40.801891265942785,31.574605793433637
555,1.0,29.0,26.22,1.0,17.0,23.73,1.0,22.0,23.06,29.390428002457053,40.56387235328336,31.5488597354993
556,1.0,29.0,26.22,1.0,53.0,23.76,1.0,31.0,23.1,29.406523722432482,40.68823362975053,31.523371138144306
557,1.0,22.0,26.25,1.0,23.0,24.11,1.0,27.0,23.15,29.382458485208158,40.51135129345302,31.428137426762863
558,1.0,20.0,26.18,1.0,16.0,24.21,1.0,22.0,23.28,29.308633900356075,40.26623778051848,31.313856052495233
559,1.0,16.0,26.08,1.0,30.0,24.05,1.0,21.0,23.2,29.225547561352514,40.16357540271329,31.16071749197028
560,1.0,14.0,25.82,1.0,17.0,24.23,1.0,31.0,23.24,29.243292085738986,39.93193964868616,30.989110317050578
561,1.0,15.0,25.77,1.0,18.0,24.2,1.0,15.0,23.22,29.100859164881594,39.7126202521993,30.82921921388007
562,1.0,36.0,25.5,1.0,14.0,24.22,1.0,32.0,23.25,29.12985057323278,39.455494049677306,30.880927021741268
563,1.0,35.0,25.38,1.0,17.0,24.02,1.0,37.0,23.3,29.208552067500452,39.23093910918053,30.922117751523857
564,1.0,20.0,25.53,1.0,19.0,23.97,1.0,46.0,23.48,29.376466546825448,39.02862971808872,30.81289657400862
565,1.0,24.0,25.56,1.0,39.0,23.96,1.0,16.0,23.66,29.242701881357192,39.02834342090784,30.744767608268532
566,1.0,18.0,25.59,1.0,26.0,24.14,1.0,12.0,23.66,29.07027486254362,38.898059986698755,30.617319932185847
567,1.0,35.0,25.35,1.0,29.0,24.21,1.0,18.0,23.58,28.959572113918185,38.799079386831764,30.66114673286399
568,1.0,21.0,25.09,1.0,19.0,24.29,1.0,22.0,23.5,28.889976392779,38.60108859296344,30.56453526553535
569,1.0,13.0,25.11,1.0,40.0,24.2,1.0,20.0,23.56,28.80107662885121,38.615077707033805,30.388889912879996
570,1.0,19.0,25.01,1.0,17.0,24.38,1.0,27.0,23.43,28.783065862562697,38.398926929963466,30.275001013751197
571,1.0,54.0,24.97,1.0,35.0,24.37,1.0,14.0,23.29,28.63523520393707,38.364937660663834,30.512251003613684
572,1.0,30.0,25.3,1.0,20.0,24.53,1.0,24.0,23.27,28.5888828518977,38.181288284057196,30.507128493577547
573,1.0,26.0,25.4,1.0,21.0,24.55,1.0,49.0,23.36,28.792994023378725,38.009475401216626,30.462057208641774
574,1.0,30.0,25.24,1.0,18.0,24.54,1.0,25.0,23.63,28.755064083144937,37.809380647204456,30.457436636555357
575,1.0,29.0,25.37,1.0,31.0,24.51,1.0,24.0,23.58,28.70751344231349,37.741286840732414,30.442862270189803
576,1.0,22.0,25.41,1.0,19.0,24.38,1.0,16.0,23.7,28.580438307890358,37.553873972325086,30.358433647487903
577,1.0,22.0,25.37,1.0,13.0,24.32,1.0,16.0,23.66,28.454633924811453,37.308335232601834,30.27484931101302
578,1.0,24.0,25.47,1.0,19.0,24.2,1.0,19.0,23.62,28.36008758556334,37.12525188027581,30.212100817902893
579,1.0,44.0,25.58,1.0,47.0,24.15,1.0,18.0,23.61,28.256486709707705,37.223999361473055,30.349979809723866
580,1.0,24.0,25.66,1.0,14.0,24.47,1.0,19.0,23.56,28.16392184261063,36.99175936785832,30.28648001162663
581,1.0,24.0,25.38,1.0,31.0,24.17,1.0,24.0,23.34,28.12228262418452,36.93184177417974,30.223615211510364
582,1.0,20.0,25.36,1.0,15.0,24.25,1.0,30.0,23.4,28.141059797942678,36.71252335643794,30.12137905939526
583,1.0,31.0,25.25,1.0,21.0,24.04,1.0,29.0,23.4,28.14964919996325,36.55539812287356,30.130165268801306
584,1.0,23.0,25.31,1.0,22.0,24.07,1.0,15.0,23.42,28.018152707963615,36.409844141644825,30.058863616113292
585,1.0,24.0,25.4,1.0,25.0,24.11,1.0,22.0,23.32,27.957971180883977,36.29574570022837,29.998274979952157
586,1.0,38.0,25.42,1.0,19.0,24.05,1.0,28.0,23.41,27.95839146907514,36.12278824322609,30.078292230152634
587,1.0,33.0,25.52,1.0,23.0,24.04,1.0,21.0,23.54,27.88880755438439,35.99156036079383,30.10750930785111
588,1.0,23.0,25.63,1.0,15.0,23.98,1.0,30.0,23.58,27.909919478840546,35.78164475718589,30.036434214772598
589,1.0,20.0,25.56,1.0,25.0,23.92,1.0,16.0,23.64,27.790820284052142,35.67382830961403,29.93606987262487
590,1.0,16.0,25.53,1.0,21.0,23.7,1.0,16.0,23.64,27.67291208121162,35.52709002651789,29.79670917389862
591,1.0,19.0,25.28,1.0,19.0,23.69,1.0,22.0,23.5,27.616182960399502,35.361819126252705,29.688742082159635
592,1.0,24.0,25.18,1.0,26.0,23.73,1.0,12.0,23.56,27.460021130795507,35.268200934990176,29.63185466133804
593,1.0,20.0,25.26,1.0,16.0,23.73,1.0,22.0,23.52,27.40542091948755,35.07551892564027,29.535536114724657
594,1.0,49.0,25.06,1.0,25.0,23.62,1.0,16.0,23.54,27.291366710292674,34.97476373638386,29.73018075357741
595,1.0,19.0,25.39,1.0,27.0,23.62,1.0,23.0,23.47,27.24845304318975,34.895016099020026,29.622878946041638
596,1.0,39.0,25.37,1.0,19.0,23.68,1.0,37.0,23.46,27.345968512757853,34.736065938029824,29.71665015658122
597,1.0,44.0,25.53,1.0,20.0,23.69,1.0,24.0,23.47,27.312508827630275,34.58870527864953,29.85948365501541
598,1.0,30.0,25.83,1.0,24.0,23.67,1.0,16.0,23.42,27.199383739353973,34.482818225863035,29.860888818465256
599,1.0,22.0,25.86,1.0,23.0,23.67,1.0,21.0,23.43,27.137389901960432,34.3679900436044,29.782279930280602
600,1.0,16.0,25.9,1.0,45.0,23.65,1.0,25.0,23.42,27.116016002940828,34.47431014316836,29.644457130977795
601,1.0,29.0,25.83,1.0,31.0,23.88,1.0,14.0,23.33,26.98485584291142,34.43956704173668,29.638012559668017
602,1.0,33.0,25.69,1.0,16.0,23.88,1.0,15.0,23.32,26.865007284482303,34.25517137131931,29.671632434071338
603,1.0,25.0,25.71,1.0,18.0,23.85,1.0,19.0,23.25,26.78635721163748,34.092619657606114,29.624916109730624
604,1.0,22.0,25.81,1.0,18.0,23.91,1.0,26.0,23.26,26.778493639521106,33.93169346103005,29.548666948633315
605,1.0,31.0,25.84,1.0,22.0,23.9,1.0,18.0,23.08,26.690708703125892,33.81237652641975,29.56318027914698
606,1.0,24.0,25.94,1.0,19.0,23.97,1.0,16.0,22.99,26.583801616094632,33.664252761155545,29.50754847635551
607,1.0,19.0,25.8,1.0,12.0,23.98,1.0,26.0,22.88,26.57796359993369,33.44761023354398,29.402472991591956
608,1.0,25.0,25.77,1.0,19.0,23.76,1.0,22.0,22.95,26.53218396393435,33.30313413120854,29.35844826167604
609,1.0,32.0,25.77,1.0,16.0,23.74,1.0,21.0,22.93,26.476862124295007,33.130102789896455,29.384863779059277
610,1.0,34.0,25.85,1.0,20.0,23.61,1.0,18.0,22.82,26.392093503052056,32.99880176199749,29.431015141268684
611,1.0,39.0,25.83,1.0,27.0,23.62,1.0,14.0,22.43,26.268172568021537,32.93881374437752,29.526704989855997
612,1.0,18.0,26.05,1.0,37.0,23.74,1.0,24.0,22.39,26.24549084234132,32.97942560693374,29.411437939957437
613,1.0,18.0,25.88,1.0,20.0,23.83,1.0,23.0,22.37,26.213035933917904,32.849631350864406,29.297323560557864
614,1.0,18.0,25.78,1.0,27.0,23.79,1.0,27.0,22.46,26.220905574578726,32.791135037355765,29.184350324952284
615,1.0,16.0,25.67,1.0,18.0,23.85,1.0,20.0,22.61,26.158696518832937,32.64322368698221,29.05250682170276
616,1.0,29.0,25.36,1.0,15.0,23.82,1.0,18.0,22.57,26.077109553644608,32.46679145011239,29.05198175348573
617,1.0,27.0,25.48,1.0,18.0,23.75,1.0,14.0,22.53,25.956338458108164,32.32212353561126,29.031461935950873
618,1.0,26.0,25.48,1.0,24.0,23.74,1.0,14.0,22.5,25.836775073527082,32.23890230025515,29.001147316591364
619,1.0,37.0,25.49,1.0,20.0,23.72,1.0,18.0,22.47,25.75840732279181,32.1165132772526,29.08113584342545
620,1.0,26.0,25.55,1.0,28.0,23.72,1.0,14.0,21.98,25.640823249563894,32.075348144480074,29.050324484991197
621,1.0,24.0,25.5,1.0,29.0,23.78,1.0,20.0,21.95,25.584415017068252,32.04459466303528,28.999821240141287
622,1.0,21.0,25.28,1.0,23.0,23.78,1.0,22.0,21.86,25.548570866897567,31.954148716404923,28.919823027739874
623,1.0,29.0,25.29,1.0,32.0,23.86,1.0,19.0,21.89,25.483085158228594,31.954607229240874,28.920624797462473
624,1.0,25.0,25.27,1.0,19.0,23.89,1.0,32.0,21.94,25.548254306646307,31.82506115694847,28.881418549487847
625,1.0,19.0,25.34,1.0,23.0,23.86,1.0,24.0,22.07,25.532771763579845,31.736810545378983,28.78260436399297
626,1.0,30.0,25.4,1.0,15.0,23.84,1.0,19.0,22.12,25.46744404594405,31.56944243992519,28.79477832035304
627,1.0,41.0,25.39,1.0,52.0,23.85,1.0,24.0,22.17,25.45276960548461,31.77374801552594,28.916830537149508
628,1.0,25.0,25.63,1.0,32.0,24.18,1.0,16.0,22.22,25.358241909429765,31.77601053537068,28.87766223177801
629,1.0,34.0,25.6,1.0,18.0,24.19,1.0,27.0,21.97,25.374659490335468,31.638250430016974,28.92888560946023
630,1.0,67.0,25.78,1.0,30.0,24.09,1.0,21.0,22.05,25.330912895432114,31.621867925716806,29.30959675336563
631,1.0,25.0,26.16,1.0,17.0,24.06,1.0,24.0,22.07,25.317603766477795,31.47564924645964,29.266500785831973
632,1.0,14.0,26.19,1.0,32.0,23.99,1.0,21.0,22.07,25.274427728813016,31.480892753995043,29.11383577797365
633,1.0,28.0,26.14,1.0,18.0,23.78,1.0,26.0,22.12,25.281683451524888,31.346083826455093,29.102697420193916
634,1.0,37.0,26.14,1.0,18.0,23.71,1.0,20.0,22.14,25.228866617009636,31.212622988190542,29.181670445991976
635,1.0,20.0,26.39,1.0,32.0,23.7,1.0,26.0,22.05,25.236577950839543,31.220496758308638,29.089853741532057
636,1.0,22.0,26.32,1.0,34.0,23.74,1.0,17.0,22.11,25.15421217133115,31.248291790725553,29.018955204116736
637,1.0,18.0,26.37,1.0,23.0,23.91,1.0,20.0,21.92,25.10267004961784,31.165808872818296,28.90876565207557
638,1.0,40.0,26.14,1.0,24.0,23.71,1.0,20.0,21.9,25.051643349121658,31.09415078409011,29.019677995554815
639,1.0,25.0,26.33,1.0,17.0,23.82,1.0,20.0,21.96,25.00112691563044,30.95320927624921,28.979481215599268
640,1.0,42.0,26.4,1.0,29.0,23.7,1.0,19.0,21.92,24.941115646474138,30.93367718348672,29.109686403443277
641,1.0,61.0,26.57,1.0,31.0,23.8,1.0,14.0,21.95,24.831704490009397,30.93434041165185,29.428589539408843
642,1.0,23.0,26.95,1.0,21.0,23.67,1.0,22.0,21.86,24.8033874451093,30.834997007535332,29.364303644014754
643,1.0,19.0,26.95,1.0,29.0,23.64,1.0,23.0,21.82,24.78535357065821,30.816647037459976,29.260660607574607
644,1.0,19.0,26.99,1.0,24.0,23.74,1.0,21.0,21.73,24.747500034951628,30.748480567085373,29.15805400149886
645,1.0,32.0,26.91,1.0,14.0,23.78,1.0,23.0,21.76,24.73002503460211,30.58099576141452,29.186473461483875
646,1.0,36.0,27.01,1.0,20.0,23.71,1.0,29.0,21.86,24.772724784256088,30.475185803800375,29.254608726869034
647,1.0,15.0,27.22,1.0,42.0,23.59,1.0,30.0,21.97,24.824997536413527,30.590433945762374,29.112062639600342
648,1.0,24.0,27.21,1.0,23.0,23.86,1.0,28.0,22.12,24.856747561049392,30.51452960630475,29.06094201320434
649,1.0,20.0,27.19,1.0,29.0,23.94,1.0,18.0,22.26,24.7881800854389,30.4993843102417,28.970332593072296
650,1.0,32.0,27.24,1.0,30.0,24.04,1.0,13.0,22.16,24.670298284584508,30.494390467139286,29.000629267141573
651,1.0,17.0,27.2,1.0,37.0,24.0,1.0,36.0,22.02,24.78359530173866,30.559446562467894,28.880622974470157
652,1.0,31.0,27.08,1.0,18.0,24.21,1.0,18.0,22.24,24.715759348721274,30.433852096843214,28.901816744725455
653,1.0,24.0,27.04,1.0,28.0,24.05,1.0,34.0,22.28,24.80860175523406,30.409513575874783,28.8527985772782
654,1.0,26.0,27.09,1.0,18.0,24.08,1.0,30.0,22.22,24.86051573768172,30.285418440116036,28.82427059150542
655,1.0,20.0,26.98,1.0,39.0,23.98,1.0,17.0,22.29,24.781910580304903,30.372564255714877,28.736027885590367
656,1.0,34.0,26.89,1.0,32.0,24.2,1.0,25.0,22.24,24.784091474501853,30.388838613157727,28.788667606734464
657,1.0,19.0,26.94,1.0,23.0,23.99,1.0,18.0,22.18,24.716250559756833,30.31495022702615,28.69078093066712
658,1.0,16.0,26.91,1.0,25.0,23.99,1.0,24.0,22.09,24.709088054159267,30.261800724755886,28.563873121360448
659,1.0,50.0,26.87,1.0,17.0,24.08,1.0,42.0,22.11,24.881997173617677,30.12918271750833,28.778234390146842
660,1.0,15.0,27.21,1.0,24.0,23.95,1.0,28.0,22.32,24.9131772018815,30.067890890333246,28.64045204624537
661,1.0,18.0,27.22,1.0,23.0,24.02,1.0,22.0,22.29,24.884045429862685,29.997211981429913,28.534047525782917
662,1.0,24.0,27.25,1.0,25.0,24.07,1.0,19.0,22.36,24.82520497556406,29.947239861615614,28.488707050525086
663,1.0,18.0,27.13,1.0,23.0,24.18,1.0,25.0,22.23,24.826952925808417,29.877767462999458,28.383819980019833
664,1.0,20.0,26.96,1.0,18.0,24.24,1.0,24.0,22.11,24.818683396550334,29.758989788369462,28.299981780219635
665,1.0,17.0,26.96,1.0,35.0,24.23,1.0,16.0,21.89,24.73049656258483,29.811399890485767,28.18698196241744
666,1.0,38.0,26.89,1.0,13.0,24.19,1.0,32.0,21.89,24.803191596958982,29.64328589158091,28.285112142793267
667,1.0,34.0,27.09,1.0,30.0,24.06,1.0,21.0,22.09,24.76515968098939,29.6468530326651,28.342261021365335
668,1.0,24.0,27.08,1.0,20.0,24.07,1.0,18.0,22.12,24.697508084179496,29.550384502338446,28.298838411151685
669,1.0,58.0,27.11,1.0,45.0,24.08,1.0,26.0,22.08,24.7105330033377,29.70488065731506,28.59585002704017
670,1.0,28.0,27.56,1.0,23.0,24.13,1.0,26.0,22.14,24.723427673304325,29.637831850741907,28.58989152676977
671,1.0,31.0,27.65,1.0,37.0,24.19,1.0,16.0,22.13,24.636193396571283,29.71145353223449,28.61399261150207
672,1.0,19.0,27.42,1.0,23.0,24.21,1.0,24.0,22.15,24.629831462605573,29.644338996912147,28.51785268538705
673,1.0,25.0,27.31,1.0,16.0,24.24,1.0,87.0,22.15,25.253533147979518,29.507895606943027,28.482674158533182
674,1.0,20.0,27.3,1.0,20.0,24.19,1.0,22.0,22.53,25.22099781649972,29.412816650873594,28.39784741694785
675,1.0,44.0,27.2,1.0,27.0,24.21,1.0,34.0,22.5,25.308787838334723,29.38868848436486,28.553868942778372
676,1.0,16.0,27.35,1.0,30.0,24.17,1.0,12.0,22.6,25.175699959951377,29.394801599521212,28.428330253350587
677,1.0,18.0,27.29,1.0,23.0,24.28,1.0,24.0,22.56,25.16394296035186,29.330853583526,28.32404695081708
678,1.0,17.0,27.25,1.0,17.0,24.38,1.0,21.0,22.64,25.122303530748344,29.207545047690743,28.21080648130891
679,1.0,27.0,27.18,1.0,25.0,24.36,1.0,25.0,22.66,25.12108049544086,29.165469597213836,28.19869841649582
680,1.0,35.0,27.01,1.0,19.0,24.14,1.0,12.0,22.73,24.989869690486454,29.0638149012417,28.26671143233086
681,1.0,28.0,27.12,1.0,20.0,24.19,1.0,23.0,22.66,24.96997099358159,28.973176752229282,28.264044318007553
682,1.0,24.0,27.16,1.0,14.0,24.08,1.0,14.0,22.65,24.860271283645776,28.82344498470699,28.22140387482748
683,1.0,17.0,27.2,1.0,20.0,24.07,1.0,20.0,22.49,24.811668570809317,28.735210534859917,28.109189836079207
